Location_Name,Location_Type,Blk_No,Address,Postal_Code,Full Address,Long,Lat,floor_area_sqm,remaining_lease,Price,Link,Lease_Used,Num_Bed,Num_Toilet
Hougang,HDB 4 Room,336,Hougang Avenue 7,,Blk 336 Hougang Avenue 7,,,91,61,570000,https://www.srx.com.sg/listings/100371811/for-sale-hougang-avenue-7-hougang-avenue-7,38.0,3,2.0
Woodlands,HDB Executive,789,Woodlands Avenue 6,,Blk 789 Woodlands Avenue 6,,,141,73,1100000,https://www.srx.com.sg/listings/100693381/for-sale-woodlands-avenue-6-6-min-walk-to-admiralty-mrt-nicely-renovated-unit,26.0,3+1,2.0
Bedok North,HDB 4 Room,540,Bedok North Street 3,,Blk 540 Bedok North Street 3,,,93,56,1100000,https://www.srx.com.sg/listings/100359821/for-sale-bedok-north-street-3-best-of-bedok,43.0,3,2.0
Bishan,HDB Executive,186,Bishan Street 13,,Blk 186 Bishan Street 13,,,153,63,858000,https://www.srx.com.sg/listings/100530841/for-sale-bishan-street-13-bishan-street-13,36.0,5,3.0
Kallang Bahru,HDB Executive,63,Kallang Bahru,,Blk 63 Kallang Bahru,,,130,50,858000,https://www.srx.com.sg/listings/100577171/for-sale-kallang-bahru-kallang-bahru,49.0,4,2.0
Bedok South,HDB 5 Room,66,Bedok South Avenue 3,,Blk 66 Bedok South Avenue 3,,,123,53,880000,https://www.srx.com.sg/listings/100666131/for-sale-bedok-south-avenue-3-bedok-south-avenue-3,46.0,3,2.0
Wellington View,HDB 4 Room,508B,Wellington View,,Blk 508B Wellington View,,,90,80,880000,https://www.srx.com.sg/listings/99967331/for-sale-wellington-view-spacious-and-efficient-layout,19.0,3,2.0
Compassvale,HDB 4 Room,299A,Compassvale Street,,Blk 299A Compassvale Street,,,113,77,880000,https://www.srx.com.sg/listings/100567051/for-sale-compassvale-street-compassvale-street,22.0,3,2.0
Yishun Ring,HDB 4 Room,410,Yishun Ring Road,,Blk 410 Yishun Ring Road,,,105,64,740000,https://www.srx.com.sg/listings/100545821/for-sale-yishun-ring-road-yishun-ring-road,35.0,3,2.0
Bukit Batok West,HDB 4 Room,172,Bukit Batok West Avenue 8,,Blk 172 Bukit Batok West Avenue 8,,,103,61,740000,https://www.srx.com.sg/listings/100480701/for-sale-bukit-batok-west-avenue-8-bukit-batok-west-avenue-8,38.0,3,2.0
Jurong West,HDB 5 Room,547,Jurong West Street 42,,Blk 547 Jurong West Street 42,,,137,60,245000,https://www.srx.com.sg/listings/100206411/for-sale-jurong-west-street-42-jurong-west-street-42,39.0,3,3.0
Compassvale Crescent,HDB 5 Room,288B,Compassvale Crescent,,Blk 288B Compassvale Crescent,,,113,93,509000,https://www.srx.com.sg/listings/100636441/for-sale-compassvale-crescent-compassvale-crescent,6.0,3,2.0
Lorong Lew Lian,HDB 3 Room,4,Lorong Lew Lian,,Blk 4 Lorong Lew Lian,,,73,54,509000,https://www.srx.com.sg/listings/100593121/for-sale-lorong-lew-lian-no-extension-well-maintained-with-minimal-renovati,45.0,2,2.0
Boon Lay,HDB 3 Room,187,Boon Lay Avenue,,Blk 187 Boon Lay Avenue,,,68,54,509000,https://www.srx.com.sg/listings/100272751/for-sale-boon-lay-avenue-boon-lay-avenue,45.0,2,2.0
Compassvale,HDB 4 Room,298A,Compassvale Street,,Blk 298A Compassvale Street,,,93,77,330000,https://www.srx.com.sg/listings/100672171/for-sale-compassvale-street-compassvale-street,22.0,3,2.0
Bishan,HDB Executive,261,Bishan Street 22,,Blk 261 Bishan Street 22,,,147,68,330000,https://www.srx.com.sg/listings/100566131/for-sale-bishan-street-22-bishan-street-22,31.0,4,2.0
Upper Cross,HDB 3 Room,34,Upper Cross Street,,Blk 34 Upper Cross Street,,,65,51,330000,https://www.srx.com.sg/listings/100075581/for-sale-upper-cross-street-upper-cross-street,48.0,2,1.0
Petir,HDB 4 Room,208,Petir Road,,Blk 208 Petir Road,,,84,64,400000,https://www.srx.com.sg/listings/100273201/for-sale-petir-road-petir-road,35.0,3,2.0
Circuit,HDB 3 Room,85,Circuit Road,,Blk 85 Circuit Road,,,60,46,400000,https://www.srx.com.sg/listings/100046821/for-sale-circuit-road-circuit-road,53.0,2,2.0
Woodlands,HDB 3 Room,319,Woodlands Street 31,,Blk 319 Woodlands Street 31,,,73,69,400000,https://www.srx.com.sg/listings/96058641/for-sale-woodlands-street-31-bundle-sale-3a-reno-hdb-woodland-street-31-complet,30.0,2,2.0
Bukit Batok,HDB Executive,524,Bukit Batok Street 52,,Blk 524 Bukit Batok Street 52,,,146,63,850000,https://www.srx.com.sg/listings/99196161/for-sale-bukit-batok-street-52-bukit-batok-street-52,36.0,3,3.0
Circuit,HDB 3 Room,65,Circuit Road,,Blk 65 Circuit Road,,,59,43,850000,https://www.srx.com.sg/listings/100470221/for-sale-circuit-road-near-amenities-downtown-line-mrt,56.0,2,2.0
Dover,HDB 3 Room,1,Dover Road,,Blk 1 Dover Road,,,73,51,850000,https://www.srx.com.sg/listings/100575971/for-sale-dover-road-dover-road,48.0,3,2.0
Jurong West,HDB 4 Room,987A,Jurong West Street 93,,Blk 987A Jurong West Street 93,,,93,84,768000,https://www.srx.com.sg/listings/100670261/for-sale-jurong-west-street-93-corner-4rm-well-kept-near-mrt-ntu-schools-hawk,15.0,3,2.0
Serangoon North,HDB 5 Room,505,Serangoon North Avenue 4,,Blk 505 Serangoon North Avenue 4,,,124,68,768000,https://www.srx.com.sg/listings/100423371/for-sale-serangoon-north-avenue-4-serangoon-north-avenue-4,31.0,4,2.0
Serangoon North,HDB 5 Room,505,Serangoon North Avenue 4,,Blk 505 Serangoon North Avenue 4,,,124,68,768000,https://www.srx.com.sg/listings/100615861/for-sale-serangoon-north-avenue-4-serangoon-north-avenue-4,31.0,4,2.0
Hougang,HDB 3 Room,321,Hougang Avenue 5,,Blk 321 Hougang Avenue 5,,,67,59,698888,https://www.srx.com.sg/listings/100226651/for-sale-hougang-avenue-5-hougang-avenue-5,40.0,2,2.0
Ang Mo Kio,HDB Executive,578,Ang Mo Kio Avenue 10,,Blk 578 Ang Mo Kio Avenue 10,,,149,56,698888,https://www.srx.com.sg/listings/100513511/for-sale-ang-mo-kio-avenue-10-ang-mo-kio-avenue-10,43.0,4,3.0
Punggol Sails,HDB 4 Room,207A,Punggol Sails,,Blk 207A Punggol Sails,,,92,90,930000,https://www.srx.com.sg/listings/100548381/for-sale-punggol-sails-4a-hdb-3-bedrooms-unit-at-blk-207a-punggol-place,9.0,3,2.0
Boon Lay,HDB 2 Room,180B,Boon Lay Drive,,Blk 180B Boon Lay Drive,,,47,90,930000,https://www.srx.com.sg/listings/100559851/for-sale-boon-lay-drive-must-view-2a-corner-privacy-breezy-big-living,9.0,1,1.0
Bukit Batok,HDB 4 Room,289E,Bukit Batok Street 25,,Blk 289E Bukit Batok Street 25,,,102,74,930000,https://www.srx.com.sg/listings/100702541/for-sale-bukit-batok-street-25-rare-4a-unit-for-sale,25.0,3,2.0
Bedok North,HDB 4 Room,119,Bedok North Road,,Blk 119 Bedok North Road,,,92,54,590000,https://www.srx.com.sg/listings/100607161/for-sale-bedok-north-road-bedok-north-road,45.0,3,2.0
Bedok North,HDB 4 Room,133,Bedok North Avenue 3,,Blk 133 Bedok North Avenue 3,,,92,54,590000,https://www.srx.com.sg/listings/100667071/for-sale-bedok-north-avenue-3-bedok-north-avenue-3,45.0,3,2.0
Montreal,HDB 5 Room,589C,Montreal Drive,,Blk 589C Montreal Drive,,,110,78,590000,https://www.srx.com.sg/listings/97128251/for-sale-montreal-drive-all-races-pr-eligible,21.0,3,2.0
Montreal,HDB 5 Room,589C,Montreal Drive,,Blk 589C Montreal Drive,,,110,78,610000,https://www.srx.com.sg/listings/99373821/for-sale-montreal-drive-montreal-drive,21.0,3,2.0
Anchorvale Lane,HDB Executive,312A,Anchorvale Lane,,Blk 312A Anchorvale Lane,,,130,78,610000,https://www.srx.com.sg/listings/99958261/for-sale-anchorvale-lane-anchorvale-lane,21.0,4,2.0
Jurong West,HDB 3 Room,544,Jurong West Street 42,,Blk 544 Jurong West Street 42,,,74,60,480000,https://www.srx.com.sg/listings/94951391/for-sale-jurong-west-street-42-hdb-3room-for-sale-in-popular-location,39.0,2,2.0
Marine Crescent Ville,HDB 3 Room,30,Marine Crescent Ville,,Blk 30 Marine Crescent Ville,,,76,51,480000,https://www.srx.com.sg/listings/100701961/for-sale-marine-crescent-ville-hdb-3room-improved-besides-tao-nan-school,48.0,3,2.0
Jalan Membina,HDB 5 Room,25B,Jalan Membina,,Blk 25B Jalan Membina,,,110,85,599000,https://www.srx.com.sg/listings/99406111/for-sale-jalan-membina-jalan-membina,14.0,3,2.0
Jalan Klinik,HDB 3 Room,30,Jalan Klinik,,Blk 30 Jalan Klinik,,,68,45,599000,https://www.srx.com.sg/listings/100534231/for-sale-jalan-klinik-jalan-klinik,54.0,3,1.0
Punggol,HDB 4 Room,678B,Punggol Drive,,Blk 678B Punggol Drive,,,93,92,599000,https://www.srx.com.sg/listings/100695841/for-sale-punggol-drive-4-room-hdb-got-sale,7.0,3,2.0
Admiralty,HDB Executive,468C,Admiralty Drive,,Blk 468C Admiralty Drive,,,137,77,650000,https://www.srx.com.sg/listings/100220651/for-sale-admiralty-drive-admiralty-drive,22.0,4,2.0
Canberra,HDB 5 Room,351B,Canberra Road,,Blk 351B Canberra Road,,,110,77,650000,https://www.srx.com.sg/listings/98727311/for-sale-canberra-road-5i-coner-351b-canberra-ground-flr,22.0,3,2.0
Tah Ching,HDB 5 Room,324,Tah Ching Road,,Blk 324 Tah Ching Road,,,122,73,650000,https://www.srx.com.sg/listings/100052921/for-sale-tah-ching-road-tah-ching-road,26.0,4,2.0
Senja,HDB 5 Room,623,Senja Road,,Blk 623 Senja Road,,,110,77,1550000,https://www.srx.com.sg/listings/100644811/for-sale-senja-road-senja-road,22.0,3,2.0
Clementi,HDB 3 Room,365,Clementi Avenue 2,,Blk 365 Clementi Avenue 2,,,67,54,1550000,https://www.srx.com.sg/listings/98519721/for-sale-clementi-avenue-2-clementi-avenue-2,45.0,2,2.0
Tiong Bahru View,HDB 4 Room,9B,Tiong Bahru View,,Blk 9B Tiong Bahru View,,,92,92,560000,https://www.srx.com.sg/listings/100552001/for-sale-tiong-bahru-view-boon-tiong-road,7.0,3,2.0
Bedok Central,HDB 4 Room,219B,Bedok Central,,Blk 219B Bedok Central,,,97,86,560000,https://www.srx.com.sg/listings/99755511/for-sale-bedok-central-4a-corner-bedok-central-blk-219b,13.0,4,2.0
Holland,HDB 3 Room,9,Holland Avenue,,Blk 9 Holland Avenue,,,65,50,540000,https://www.srx.com.sg/listings/99945141/for-sale-holland-avenue-no-extension-corner-unit-with-2-bedrooms-1-util,49.0,3,2.0
Lengkok Bahru,HDB 5 Room,51,Lengkok Bahru,,Blk 51 Lengkok Bahru,,,122,62,540000,https://www.srx.com.sg/listings/99707581/for-sale-lengkok-bahru-nicely-renovated-corner-unit-as-good-as-showroom,37.0,3,2.0
Jurong East,HDB 3 Room,115,Jurong East Street 13,,Blk 115 Jurong East Street 13,,,67,57,540000,https://www.srx.com.sg/listings/100422861/for-sale-jurong-east-street-13-cheap-mid-floor-unit-selling-3xxk-only-grab,42.0,2,2.0
Hougang,HDB 3 Room,6,Hougang Avenue 3,,Blk 6 Hougang Avenue 3,,,59,51,395000,https://www.srx.com.sg/listings/100327141/for-sale-hougang-avenue-3-no-extension-lift-hip-upgrading-works-completed,48.0,2,2.0
Jurong West,HDB 4 Room,732,Jurong West Street 73,,Blk 732 Jurong West Street 73,,,103,71,395000,https://www.srx.com.sg/listings/100459091/for-sale-jurong-west-street-73-4a-next-to-corner-blk-732-jurong-west,28.0,3,2.0
Fernvale,HDB 5 Room,407B,Fernvale Road,,Blk 407B Fernvale Road,,,110,81,560000,https://www.srx.com.sg/listings/100269331/for-sale-fernvale-road-fernvale-road,18.0,3,2.0
Jurong West,HDB Executive,714,Jurong West Street 71,,Blk 714 Jurong West Street 71,,,148,67,560000,https://www.srx.com.sg/listings/100299341/for-sale-jurong-west-street-71-jurong-west-street-71,32.0,4,3.0
Sembawang Close,HDB 5 Room,321,Sembawang Close,,Blk 321 Sembawang Close,,,123,75,569000,https://www.srx.com.sg/listings/100478051/for-sale-sembawang-close-5i-corner-semb-close-321,24.0,3,2.0
Ang Mo Kio,HDB 3 Room,182,Ang Mo Kio Avenue 5,,Blk 182 Ang Mo Kio Avenue 5,,,68,57,569000,https://www.srx.com.sg/listings/100705171/for-sale-ang-mo-kio-avenue-5-ang-mo-kio-avenue-5,42.0,3,2.0
Sumang Lane,HDB 2 Room,221B,Sumang Lane,,Blk 221B Sumang Lane,,,37,94,700000,https://www.srx.com.sg/listings/100705121/for-sale-sumang-lane-sumang-lane,5.0,1,1.0
Tampines,HDB Executive,740,Tampines Street 72,,Blk 740 Tampines Street 72,,,141,73,700000,https://www.srx.com.sg/listings/100705001/for-sale-tampines-street-72-tampines-street-72,26.0,3,2.0
Telok Blangah,HDB 3 Room,93A,Telok Blangah Street 31,,Blk 93A Telok Blangah Street 31,,,68,94,700000,https://www.srx.com.sg/listings/100704991/for-sale-telok-blangah-street-31-telok-blangah-street-31,5.0,2,2.0
Jurong West,HDB 5 Room,758,Jurong West Street 74,,Blk 758 Jurong West Street 74,,,124,72,635000,https://www.srx.com.sg/listings/100704861/for-sale-jurong-west-street-74-jurong-west-street-74,27.0,4,2.0
Woodlands,HDB 3 Room,808,Woodlands Street 81,,Blk 808 Woodlands Street 81,,,73,70,635000,https://www.srx.com.sg/listings/99884911/for-sale-woodlands-street-81-woodlands-street-81,29.0,2,2.0
Jurong West,HDB Executive,828,Jurong West Street 81,,Blk 828 Jurong West Street 81,,,145,69,488000,https://www.srx.com.sg/listings/100704631/for-sale-jurong-west-street-81-jurong-west-street-81,30.0,4,2.0
Dover,HDB 3 Room,1,Dover Road,,Blk 1 Dover Road,,,65,51,488000,https://www.srx.com.sg/listings/100688441/for-sale-dover-road-rare-corner-3i-for-sales,48.0,3,2.0
Lorong 7 Toa Payoh,HDB 3 Room,13,Lorong 7 Toa Payoh,,Blk 13 Lorong 7 Toa Payoh,,,66,46,488000,https://www.srx.com.sg/listings/100598191/for-sale-lorong-7-toa-payoh-lorong-7-toa-payoh,53.0,1,2.0
Dover,HDB 3 Room,1,Dover Road,,Blk 1 Dover Road,,,65,51,458000,https://www.srx.com.sg/listings/100688341/for-sale-dover-road-rare-corner-3i-for-sales,48.0,3,2.0
Compassvale Walk,HDB 5 Room,228C,Compassvale Walk,,Blk 228C Compassvale Walk,,,121,76,580000,https://www.srx.com.sg/listings/99104811/for-sale-compassvale-walk-compassvale-walk,23.0,3,2.0
Fengshan Greenville,HDB 4 Room,186B,Fengshan Greenville,,Blk 186B Fengshan Greenville,,,93,94,580000,https://www.srx.com.sg/listings/99868881/for-sale-fengshan-greenville-bedok-north-street-4,5.0,3,2.0
Townerville,HDB 4 Room,104,Townerville,,Blk 104 Townerville,,,109,59,460000,https://www.srx.com.sg/listings/100688251/for-sale-townerville-rare-squarish-layout-109sqm-4room-corner-flat-in-m,40.0,3,2.0
Dover,HDB 3 Room,1,Dover Road,,Blk 1 Dover Road,,,65,51,460000,https://www.srx.com.sg/listings/100688271/for-sale-dover-road-rare-corner-3i-for-sales,48.0,3,2.0
Dover,HDB 3 Room,1,Dover Road,,Blk 1 Dover Road,,,65,51,460000,https://www.srx.com.sg/listings/100688241/for-sale-dover-road-rare-corner-3i-for-sales,48.0,3,2.0
Telok Blangah,HDB 3 Room,93A,Telok Blangah Street 31,,Blk 93A Telok Blangah Street 31,,,68,94,570000,https://www.srx.com.sg/listings/100698541/for-sale-telok-blangah-street-31-telok-blangah-street-31,5.0,2,2.0
Telok Blangah,HDB 4 Room,91A,Telok Blangah Street 31,,Blk 91A Telok Blangah Street 31,,,93,94,570000,https://www.srx.com.sg/listings/100292761/for-sale-telok-blangah-street-31-telok-blangah-street-31,5.0,3,2.0
Bukit Batok West,HDB 5 Room,440D,Bukit Batok West Avenue 8,,Blk 440D Bukit Batok West Avenue 8,,,112,95,570000,https://www.srx.com.sg/listings/100301971/for-sale-bukit-batok-west-avenue-8-priced-to-sell-rare-unblocked-greenery-view,4.0,3,2.0
Punggol Central,HDB 5 Room,297,Punggol Central,,Blk 297 Punggol Central,,,110,79,820000,https://www.srx.com.sg/listings/100705921/for-sale-punggol-central-297-punggol-central,20.0,3,2.0
Yishun,HDB 3 Room,210,Yishun Street 21,,Blk 210 Yishun Street 21,,,67,61,820000,https://www.srx.com.sg/listings/100209281/for-sale-yishun-street-21-yishun-street-21,38.0,2,2.0
Ang Mo Kio,HDB 4 Room,534,Ang Mo Kio Avenue 10,,Blk 534 Ang Mo Kio Avenue 10,,,93,56,820000,https://www.srx.com.sg/listings/100647241/for-sale-ang-mo-kio-avenue-10-ang-mo-kio-avenue-10,43.0,3,2.0
Lorong 1 Toa Payoh,HDB 3 Room,100,Lorong 1 Toa Payoh,,Blk 100 Lorong 1 Toa Payoh,,,68,46,600000,https://www.srx.com.sg/listings/99807151/for-sale-lorong-1-toa-payoh-lorong-1-toa-payoh,53.0,2,2.0
Punggol Walk,HDB 4 Room,310C,Punggol Walk,,Blk 310C Punggol Walk,,,92,92,600000,https://www.srx.com.sg/listings/100614981/for-sale-punggol-walk-new-listing-spacious-3-bedrooms-near-mrt-n-mall-f,7.0,3,2.0
Upper Boon Keng,HDB 5 Room,2A,Upper Boon Keng Road,,Blk 2A Upper Boon Keng Road,,,110,82,600000,https://www.srx.com.sg/listings/100690671/for-sale-upper-boon-keng-road-spacious-unit-with-unblocked-view-stonethrow-to-m,17.0,3,2.0
Bukit Batok Central,HDB 5 Room,620,Bukit Batok Central,,Blk 620 Bukit Batok Central,,,110,79,430000,https://www.srx.com.sg/listings/100700001/for-sale-bukit-batok-central-bukit-batok-central,20.0,3,2.0
Eunos,HDB 5 Room,415,Eunos Road 5,,Blk 415 Eunos Road 5,,,147,60,430000,https://www.srx.com.sg/listings/100651931/for-sale-eunos-road-5-eunos-road-5,39.0,3,3.0
Jurong East,HDB 5 Room,240,Jurong East Street 21,,Blk 240 Jurong East Street 21,,,121,58,430000,https://www.srx.com.sg/listings/100679341/for-sale-jurong-east-street-21-jurong-east-street-21,41.0,3,2.0
Petir,HDB 4 Room,204,Petir Road,,Blk 204 Petir Road,,,106,64,550000,https://www.srx.com.sg/listings/100012661/for-sale-petir-road-petir-road,35.0,3,2.0
Gangsa,HDB 5 Room,153,Gangsa Road,,Blk 153 Gangsa Road,,,121,74,550000,https://www.srx.com.sg/listings/99242941/for-sale-gangsa-road-gangsa-road,25.0,3,2.0
Lompang,HDB 4 Room,178,Lompang Road,,Blk 178 Lompang Road,,,90,77,550000,https://www.srx.com.sg/listings/100705741/for-sale-lompang-road-no-extension-quiet-facing-point-block-corner-unit,22.0,3,2.0
Jurong West,HDB 4 Room,550,Jurong West Street 42,,Blk 550 Jurong West Street 42,,,104,61,590000,https://www.srx.com.sg/listings/100661131/for-sale-jurong-west-street-42-jurong-west-street-42,38.0,3,2.0
Upper Boon Keng,HDB 5 Room,38,Upper Boon Keng Road,,Blk 38 Upper Boon Keng Road,,,117,52,590000,https://www.srx.com.sg/listings/100705681/for-sale-upper-boon-keng-road-point-blk-very-high-floor-5rm-flat-for-sale,47.0,3,2.0
Tampines Ria,HDB 2 Room,499A,Tampines Ria,,Blk 499A Tampines Ria,,,46,90,450000,https://www.srx.com.sg/listings/100297621/for-sale-tampines-ria-tampines-avenue-9,9.0,1,1.0
Edgedale,HDB 3 Room,661A,Edgedale Plains,,Blk 661A Edgedale Plains,,,67,93,450000,https://www.srx.com.sg/listings/100705601/for-sale-edgedale-plains-your-dream-home-awaits,6.0,2,2.0
Ang Mo Kio,HDB 3 Room,606,Ang Mo Kio Avenue 5,,Blk 606 Ang Mo Kio Avenue 5,,,67,56,450000,https://www.srx.com.sg/listings/100574861/for-sale-ang-mo-kio-avenue-5-ang-mo-kio-avenue-5,43.0,2,2.0
Ghim Moh,HDB 3 Room,5,Ghim Moh Road,,Blk 5 Ghim Moh Road,,,65,52,670000,https://www.srx.com.sg/listings/99442571/for-sale-ghim-moh-road-new-list-for-sales,47.0,2,1.0
Woodlands,HDB Executive,847,Woodlands Street 82,,Blk 847 Woodlands Street 82,,,176,71,670000,https://www.srx.com.sg/listings/100610601/for-sale-woodlands-street-82-beautiful-designers-home-for-sale-must-view,28.0,4,2.0
Jalan Rajah,HDB Executive,106,Jalan Rajah,,Blk 106 Jalan Rajah,,,150,60,450000,https://www.srx.com.sg/listings/100135651/for-sale-jalan-rajah-jalan-rajah,39.0,4,3.0
Ang Mo Kio,HDB 4 Room,350,Ang Mo Kio Street 32,,Blk 350 Ang Mo Kio Street 32,,,95,77,450000,https://www.srx.com.sg/listings/100643681/for-sale-ang-mo-kio-street-32-ang-mo-kio-street-32,22.0,3,2.0
Rivervale Walk,HDB 4 Room,106,Rivervale Walk,,Blk 106 Rivervale Walk,,,100,75,450000,https://www.srx.com.sg/listings/100676611/for-sale-rivervale-walk-rivervale-walk,24.0,3,2.0
Ghim Moh,HDB 3 Room,3,Ghim Moh Road,,Blk 3 Ghim Moh Road,,,65,52,680000,https://www.srx.com.sg/listings/100652041/for-sale-ghim-moh-road-ghim-moh-road,47.0,2,1.0
Tiong Bahru View,HDB 5 Room,9B,Tiong Bahru View,,Blk 9B Tiong Bahru View,,,112,92,680000,https://www.srx.com.sg/listings/91618701/for-sale-tiong-bahru-view-boon-tiong-road,7.0,3,2.0
Ang Mo Kio,HDB 3 Room,503,Ang Mo Kio Avenue 5,,Blk 503 Ang Mo Kio Avenue 5,,,68,57,915000,https://www.srx.com.sg/listings/100606211/for-sale-ang-mo-kio-avenue-5-ang-mo-kio-avenue-5,42.0,2,2.0
Marsiling,HDB 5 Room,138,Marsiling Road,,Blk 138 Marsiling Road,,,170,71,700000,https://www.srx.com.sg/listings/100494621/for-sale-marsiling-road-marsiling-road,28.0,5,3.0
Rivervale,HDB Executive,189A,Rivervale Drive,,Blk 189A Rivervale Drive,,,131,76,700000,https://www.srx.com.sg/listings/99335561/for-sale-rivervale-drive-rivervale-drive,23.0,4,2.0
Woodlands,HDB Executive,893A,Woodlands Drive 50,,Blk 893A Woodlands Drive 50,,,138,72,700000,https://www.srx.com.sg/listings/100492571/for-sale-woodlands-drive-50-woodlands-drive-50,27.0,4,2.0
Sin Ming,HDB 4 Room,406,Sin Ming Avenue,,Blk 406 Sin Ming Avenue,,,84,63,800000,https://www.srx.com.sg/listings/100209061/for-sale-sin-ming-avenue-sin-ming-avenue,36.0,3,2.0
Woodlands,HDB 2 Room,573B,Woodlands Drive 16,,Blk 573B Woodlands Drive 16,,,47,94,800000,https://www.srx.com.sg/listings/100068361/for-sale-woodlands-drive-16-woodlands-drive-16,5.0,1,1.0
Woodlands,HDB 5 Room,364,Woodlands Avenue 5,,Blk 364 Woodlands Avenue 5,,,120,72,800000,https://www.srx.com.sg/listings/100472881/for-sale-woodlands-avenue-5-woodlands-avenue-5,27.0,4,2.0
Ang Mo Kio,HDB 3 Room,449,Ang Mo Kio Avenue 10,,Blk 449 Ang Mo Kio Avenue 10,,,68,55,680000,https://www.srx.com.sg/listings/99964541/for-sale-ang-mo-kio-avenue-10-fully-renovated-all-races-eligible-no-extension,44.0,2,2.0
Bukit Batok West,HDB 4 Room,442B,Bukit Batok West Avenue 8,,Blk 442B Bukit Batok West Avenue 8,,,92,95,680000,https://www.srx.com.sg/listings/100438441/for-sale-bukit-batok-west-avenue-8-corner-unit-unblocked-facing,4.0,3,2.0
Choa Chu Kang,HDB Executive,448,Choa Chu Kang Avenue 4,,Blk 448 Choa Chu Kang Avenue 4,,,139,73,580000,https://www.srx.com.sg/listings/100452781/for-sale-choa-chu-kang-avenue-4-high-floor-corner-unit-unblocked-facing-5-years,26.0,3,3.0
Woodlands Rise,HDB 4 Room,785B,Woodlands Rise,,Blk 785B Woodlands Rise,,,93,94,580000,https://www.srx.com.sg/listings/100615601/for-sale-woodlands-rise-woodlands-rise,5.0,3,2.0
Serangoon North,HDB Executive,542,Serangoon North Avenue 4,,Blk 542 Serangoon North Avenue 4,,,149,68,668000,https://www.srx.com.sg/listings/100153971/for-sale-serangoon-north-avenue-4-serangoon-north-avenue-4,31.0,3,3.0
Upper Cross,HDB 3 Room,34,Upper Cross Street,,Blk 34 Upper Cross Street,,,65,51,668000,https://www.srx.com.sg/listings/100071571/for-sale-upper-cross-street-upper-cross-street,48.0,2,1.0
Punggol Sails,HDB 3 Room,208C,Punggol Sails,,Blk 208C Punggol Sails,,,68,90,668000,https://www.srx.com.sg/listings/100705861/for-sale-punggol-sails-punggol-place,9.0,2,2.0
Toh Guan,HDB 4 Room,285B,Toh Guan Road,,Blk 285B Toh Guan Road,,,103,74,395000,https://www.srx.com.sg/listings/100705781/for-sale-toh-guan-road-toh-guan-road,25.0,3,2.0
Senja,HDB 5 Room,627,Senja Road,,Blk 627 Senja Road,,,110,80,395000,https://www.srx.com.sg/listings/100690181/for-sale-senja-road-627-high-floor-5i-premium-hdb-at-senja-road,19.0,3,2.0
Bedok Reservoir,HDB 2 Room,103,Bedok Reservoir Road,,Blk 103 Bedok Reservoir Road,,,753,61,395000,https://www.srx.com.sg/listings/100690031/for-sale-bedok-reservoir-road-beautiful-scenic-view-very-quiet-impeccable-mov,38.0,2,2.0
Lorong 1 Toa Payoh,HDB 3 Room,115,Lorong 1 Toa Payoh,,Blk 115 Lorong 1 Toa Payoh,,,65,43,380000,https://www.srx.com.sg/listings/100566221/for-sale-lorong-1-toa-payoh-lorong-1-toa-payoh,56.0,2,1.0
Jalan Teck Whye,HDB 4 Room,160,Jalan Teck Whye,,Blk 160 Jalan Teck Whye,,,101,74,380000,https://www.srx.com.sg/listings/100705401/for-sale-jalan-teck-whye-jalan-teck-whye,25.0,3,2.0
Yishun,HDB 4 Room,457,Yishun Street 41,,Blk 457 Yishun Street 41,,,93,89,380000,https://www.srx.com.sg/listings/99314501/for-sale-yishun-street-41-yishun-street-41,10.0,3,2.0
Ang Mo Kio,HDB 3 Room,602,Ang Mo Kio Avenue 5,,Blk 602 Ang Mo Kio Avenue 5,,,67,56,748000,https://www.srx.com.sg/listings/99351761/for-sale-ang-mo-kio-avenue-5-high-floor-breezy-3-room-flat,43.0,2,2.0
Punggol Central,HDB Executive,188,Punggol Central,,Blk 188 Punggol Central,,,128,80,748000,https://www.srx.com.sg/listings/100040571/for-sale-punggol-central-punggol-central,19.0,3,2.0
Hougang,HDB 5 Room,627,Hougang Avenue 8,,Blk 627 Hougang Avenue 8,,,122,62,770000,https://www.srx.com.sg/listings/99552891/for-sale-hougang-avenue-8-hougang-avenue-8,37.0,3,2.0
Parkland Residences,HDB 4 Room,475A,Parkland Residences,,Blk 475A Parkland Residences,,,92,90,770000,https://www.srx.com.sg/listings/100267661/for-sale-parkland-residences-upper-serangoon-crescent,9.0,3,2.0
Hougang,HDB Executive,353,Hougang Avenue 7,,Blk 353 Hougang Avenue 7,,,148,60,405000,https://www.srx.com.sg/listings/100631611/for-sale-hougang-avenue-7-hougang-avenue-7,39.0,3,3.0
Jurong East,HDB 3 Room,233,Jurong East Street 21,,Blk 233 Jurong East Street 21,,,67,58,405000,https://www.srx.com.sg/listings/100539861/for-sale-jurong-east-street-21-jurong-east-street-21,41.0,2,2.0
Marsiling Greenview,HDB 4 Room,184A,Marsiling Greenview,,Blk 184A Marsiling Greenview,,,93,94,750000,https://www.srx.com.sg/listings/100696051/for-sale-marsiling-greenview-high-floor-well-maintained-newly-mop,5.0,3,2.0
