Location_Name,Location_Type,Blk_No,Address,Postal_Code,Full Address,Long,Lat,floor_area_sqm,remaining_lease,Price,Link,Lease_Used,Num_Bed,Num_Toilet
Bukit Batok West,HDB 5 Room,170,Bukit Batok West Avenue 8,,Blk 170 Bukit Batok West Avenue 8,,,134,61,750000,https://www.srx.com.sg/listings/100538031/for-sale-bukit-batok-west-avenue-8-bukit-batok-west-avenue-8,38.0,3,2.0
Bishan,HDB 5 Room,161,Bishan Street 13,,Blk 161 Bishan Street 13,,,121,64,755000,https://www.srx.com.sg/listings/100587151/for-sale-bishan-street-13-bishan-street-13,35.0,4,2.0
Sumang Lane,HDB 5 Room,232A,Sumang Lane,,Blk 232A Sumang Lane,,,113,94,755000,https://www.srx.com.sg/listings/99713821/for-sale-sumang-lane-a-vibrant-live-work-play-learn-ecosystem-in-punggo,5.0,3,2.0
Woodlands,HDB Executive,893A,Woodlands Drive 50,,Blk 893A Woodlands Drive 50,,,138,72,755000,https://www.srx.com.sg/listings/100497071/for-sale-woodlands-drive-50-woodlands-drive-50,27.0,4,2.0
Tampines,HDB 3 Room,201D,Tampines Street 21,,Blk 201D Tampines Street 21,,,68,63,720000,https://www.srx.com.sg/listings/96184711/for-sale-tampines-street-21-live-close-to-all,36.0,2,2.0
Jurong West,HDB 4 Room,989B,Jurong West Street 93,,Blk 989B Jurong West Street 93,,,93,84,720000,https://www.srx.com.sg/listings/100645981/for-sale-jurong-west-street-93-4a-jurong-w-corner-blk-989b,15.0,3,2.0
Punggol Bayview,HDB 4 Room,322B,Punggol Bayview,,Blk 322B Punggol Bayview,,,93,95,738000,https://www.srx.com.sg/listings/100404761/for-sale-punggol-bayview-322b-sumang-walk-punggol-bayview-hdb,4.0,3,2.0
Sun Plaza Green,HDB 3 Room,405,Sun Plaza Green,,Blk 405 Sun Plaza Green,,,60,61,738000,https://www.srx.com.sg/listings/99934821/for-sale-sun-plaza-green-tampines-street-41,38.0,2,1.0
Upper Serangoon,HDB 5 Room,465,Upper Serangoon Road,,Blk 465 Upper Serangoon Road,,,124,68,799000,https://www.srx.com.sg/listings/100586401/for-sale-upper-serangoon-road-upper-serangoon-road,31.0,4,2.0
Havelock,HDB 3 Room,22,Havelock Road,,Blk 22 Havelock Road,,,64,45,799000,https://www.srx.com.sg/listings/100306081/for-sale-havelock-road-havelock-road,54.0,3,1.0
Hougang,HDB 4 Room,925,Hougang Street 91,,Blk 925 Hougang Street 91,,,101,74,799000,https://www.srx.com.sg/listings/100347321/for-sale-hougang-street-91-hougang-street-91,25.0,3,2.0
Parc Lumiere,HDB 5 Room,167A,Parc Lumiere,,Blk 167A Parc Lumiere,,,111,87,799000,https://www.srx.com.sg/listings/100030621/for-sale-parc-lumiere-simei-lane,12.0,3,2.0
Punggol,HDB 4 Room,678B,Punggol Drive,,Blk 678B Punggol Drive,,,93,92,799000,https://www.srx.com.sg/listings/100695841/for-sale-punggol-drive-4-room-hdb-got-sale,7.0,3,2.0
Hougang,HDB 3 Room,674,Hougang Avenue 8,,Blk 674 Hougang Avenue 8,,,65,63,799000,https://www.srx.com.sg/listings/100644901/for-sale-hougang-avenue-8-high-floor-near-amenities-3mth-extension-open-t,36.0,2,2.0
Tampines,HDB 4 Room,423,Tampines Street 41,,Blk 423 Tampines Street 41,,,84,61,599000,https://www.srx.com.sg/listings/100697251/for-sale-tampines-street-41-rare-4s-unit-for-sale,38.0,3,2.0
Tampines,HDB 4 Room,218,Tampines Street 24,,Blk 218 Tampines Street 24,,,104,61,599000,https://www.srx.com.sg/listings/100697221/for-sale-tampines-street-24-rare-104sqm-4a-unit-for-same,38.0,3,2.0
Keat Hong Close,HDB 5 Room,805D,Keat Hong Close,,Blk 805D Keat Hong Close,,,113,93,599000,https://www.srx.com.sg/listings/100498041/for-sale-keat-hong-close-keat-hong-close,6.0,3,2.0
Pandan Gardens,HDB 5 Room,407,Pandan Gardens,,Blk 407 Pandan Gardens,,,104,55,599000,https://www.srx.com.sg/listings/100331241/for-sale-pandan-gardens-pandan-gardens,44.0,3,2.0
Edgefield,HDB 5 Room,181,Edgefield Plains,,Blk 181 Edgefield Plains,,,110,79,530000,https://www.srx.com.sg/listings/100596641/for-sale-edgefield-plains-edgefield-plains,20.0,3,2.0
Lorong 5 Toa Payoh,HDB 3 Room,57,Lorong 5 Toa Payoh,,Blk 57 Lorong 5 Toa Payoh,,,61,49,530000,https://www.srx.com.sg/listings/100323681/for-sale-lorong-5-toa-payoh-lorong-5-toa-payoh,50.0,2,1.0
Lorong 1 Toa Payoh,HDB 3 Room,115,Lorong 1 Toa Payoh,,Blk 115 Lorong 1 Toa Payoh,,,65,43,530000,https://www.srx.com.sg/listings/100648671/for-sale-lorong-1-toa-payoh-lorong-1-toa-payoh,56.0,2,2.0
Choa Chu Kang,HDB Executive,272,Choa Chu Kang Avenue 2,,Blk 272 Choa Chu Kang Avenue 2,,,147,69,950000,https://www.srx.com.sg/listings/97770601/for-sale-choa-chu-kang-avenue-2-choa-chu-kang-avenue-2,30.0,4,2.0
Woodlands,HDB Executive,167,Woodlands Street 11,,Blk 167 Woodlands Street 11,,,163,70,950000,https://www.srx.com.sg/listings/96855421/for-sale-woodlands-street-11-woodlands-street-11,29.0,4,3.0
Teban Vista,HDB 4 Room,20,Teban Vista,,Blk 20 Teban Vista,,,92,89,430000,https://www.srx.com.sg/listings/100602251/for-sale-teban-vista-teban-gardens-road,10.0,3,2.0
Buangkok Square,HDB 4 Room,992A,Buangkok Square,,Blk 992A Buangkok Square,,,93,95,430000,https://www.srx.com.sg/listings/100696201/for-sale-buangkok-square-well-renovated-4room-unit-for-sale,4.0,3,2.0
Buangkok Link,HDB 2 Room,992A,Buangkok Link,,Blk 992A Buangkok Link,,,47,94,430000,https://www.srx.com.sg/listings/100302751/for-sale-buangkok-link-buangkok-link,5.0,1,1.0
Montreal Ville,HDB 4 Room,593A,Montreal Ville,,Blk 593A Montreal Ville,,,93,91,450000,https://www.srx.com.sg/listings/100525621/for-sale-montreal-ville-montreal-link,8.0,3,2.0
Hougang,HDB Executive,353,Hougang Avenue 7,,Blk 353 Hougang Avenue 7,,,"1,593",60,425000,https://www.srx.com.sg/listings/100609011/for-sale-hougang-avenue-7-353-hougang-avenue-7,39.0,3,3.0
Hougang,HDB 3 Room,523,Hougang Avenue 6,,Blk 523 Hougang Avenue 6,,,74,62,425000,https://www.srx.com.sg/listings/99669921/for-sale-hougang-avenue-6-hougang-avenue-6,37.0,2,2.0
Woodlands,HDB 5 Room,690A,Woodlands Drive 75,,Blk 690A Woodlands Drive 75,,,110,80,550000,https://www.srx.com.sg/listings/98015601/for-sale-woodlands-drive-75-woodlands-drive-75,19.0,3,2.0
Tampines,HDB 5 Room,461,Tampines Street 44,,Blk 461 Tampines Street 44,,,122,62,550000,https://www.srx.com.sg/listings/99116251/for-sale-tampines-street-44-tampines-street-44,37.0,3,2.0
Woodlands,HDB Executive,325,Woodlands Street 32,,Blk 325 Woodlands Street 32,,,163,71,550000,https://www.srx.com.sg/listings/99511321/for-sale-woodlands-street-32-woodlands-street-32,28.0,4,3.0
Jurong West,HDB 5 Room,653A,Jurong West Street 61,,Blk 653A Jurong West Street 61,,,111,78,805000,https://www.srx.com.sg/listings/100294931/for-sale-jurong-west-street-61-jurong-west-street-61,21.0,3,2.0
Chai Chee,HDB 4 Room,35,Chai Chee Avenue,,Blk 35 Chai Chee Avenue,,,82,51,805000,https://www.srx.com.sg/listings/100563721/for-sale-chai-chee-avenue-chai-chee-avenue,48.0,3,1.0
Jalan Damai,HDB 5 Room,670,Jalan Damai,,Blk 670 Jalan Damai,,,125,72,805000,https://www.srx.com.sg/listings/100509621/for-sale-jalan-damai-jalan-damai,27.0,4,2.0
Whampoa West,HDB 3 Room,34,Whampoa West,,Blk 34 Whampoa West,,,68,48,805000,https://www.srx.com.sg/listings/100698431/for-sale-whampoa-west-3rm-hdb-with-utility-room-close-to-amenities-and,51.0,3,1.0
Bukit Batok West,HDB 4 Room,394,Bukit Batok West Avenue 5,,Blk 394 Bukit Batok West Avenue 5,,,92,80,930000,https://www.srx.com.sg/listings/100698421/for-sale-bukit-batok-west-avenue-5-new-listing-bright-and-airy-top-floor-4a-for-sale,19.0,3,2.0
Sin Ming,HDB 5 Room,442,Sin Ming Avenue,,Blk 442 Sin Ming Avenue,,,120,66,930000,https://www.srx.com.sg/listings/100260551/for-sale-sin-ming-avenue-sin-ming-avenue,33.0,4,2.0
Hougang,HDB 5 Room,521,Hougang Avenue 6,,Blk 521 Hougang Avenue 6,,,121,63,930000,https://www.srx.com.sg/listings/100663841/for-sale-hougang-avenue-6-521-hougang-avenue-6,36.0,3,2.0
Chai Chee,HDB 3 Room,37,Chai Chee Avenue,,Blk 37 Chai Chee Avenue,,,66,59,650000,https://www.srx.com.sg/listings/99884551/for-sale-chai-chee-avenue-chai-chee-avenue,40.0,2,1.0
Yishun,HDB 4 Room,147,Yishun Street 11,,Blk 147 Yishun Street 11,,,93,61,650000,https://www.srx.com.sg/listings/100697111/for-sale-yishun-street-11-corner-unit-4rm-flat-looking-for-a-new-yishun-owne,38.0,3,2.0
Jalan Batu,HDB 2 Room,7,Jalan Batu,,Blk 7 Jalan Batu,,,48,46,685000,https://www.srx.com.sg/listings/100482431/for-sale-jalan-batu-jalan-batu,53.0,1,1.0
Bukit Batok East,HDB 3 Room,231,Bukit Batok East Avenue 5,,Blk 231 Bukit Batok East Avenue 5,,,67,61,685000,https://www.srx.com.sg/listings/100618421/for-sale-bukit-batok-east-avenue-5-bukit-batok-east-avenue-5,38.0,2,2.0
Canberra,HDB 5 Room,351A,Canberra Road,,Blk 351A Canberra Road,,,110,77,740000,https://www.srx.com.sg/listings/98460211/for-sale-canberra-road-across-the-mrt-station-superb-location-5-room-f,22.0,3,2.0
Cheng San Court,HDB 4 Room,591A,Cheng San Court,,Blk 591A Cheng San Court,,,93,95,740000,https://www.srx.com.sg/listings/98198271/for-sale-cheng-san-court-4a-hdb-m-o-p-for-sales,4.0,3,2.0
Macpherson Residency,HDB 4 Room,17A,Macpherson Residency,,Blk 17A Macpherson Residency,,,93,92,740000,https://www.srx.com.sg/listings/99736841/for-sale-macpherson-residency-circuit-road,7.0,3,2.0
Bukit Batok,HDB 5 Room,514,Bukit Batok Street 52,,Blk 514 Bukit Batok Street 52,,,122,62,555000,https://www.srx.com.sg/listings/100090491/for-sale-bukit-batok-street-52-bukit-batok-street-52,37.0,3,2.0
Jelapang,HDB 4 Room,506,Jelapang Road,,Blk 506 Jelapang Road,,,101,74,555000,https://www.srx.com.sg/listings/100439061/for-sale-jelapang-road-jelapang-road,25.0,3,2.0
Senja,HDB 5 Room,605,Senja Road,,Blk 605 Senja Road,,,121,75,555000,https://www.srx.com.sg/listings/100124941/for-sale-senja-road-senja-road,24.0,3,2.0
Bukit Batok,HDB Executive,140,Bukit Batok Street 11,,Blk 140 Bukit Batok Street 11,,,150,60,755000,https://www.srx.com.sg/listings/97588601/for-sale-bukit-batok-street-11-bukit-batok-street-11,39.0,3,3.0
Senja,HDB 5 Room,655,Senja Road,,Blk 655 Senja Road,,,111,77,755000,https://www.srx.com.sg/listings/98634281/for-sale-senja-road-senja-road,22.0,3,2.0
Choa Chu Kang,HDB 5 Room,687D,Choa Chu Kang Drive,,Blk 687D Choa Chu Kang Drive,,,110,79,658000,https://www.srx.com.sg/listings/100280411/for-sale-choa-chu-kang-drive-choa-chu-kang-drive,20.0,3,2.0
Bukit Batok,HDB Executive,140,Bukit Batok Street 11,,Blk 140 Bukit Batok Street 11,,,150,60,658000,https://www.srx.com.sg/listings/97584471/for-sale-bukit-batok-street-11-bukit-batok-street-11,39.0,3,3.0
Bukit Batok,HDB 3 Room,523,Bukit Batok Street 52,,Blk 523 Bukit Batok Street 52,,,60,63,658000,https://www.srx.com.sg/listings/100686661/for-sale-bukit-batok-street-52-bukit-batok-street-52,36.0,2,1.0
Pasir Ris,HDB Executive,714,Pasir Ris Street 72,,Blk 714 Pasir Ris Street 72,,,148,72,390000,https://www.srx.com.sg/listings/100702801/for-sale-pasir-ris-street-72-pasir-ris-street-72,27.0,4,2.0
Ang Mo Kio,HDB 3 Room,434,Ang Mo Kio Avenue 10,,Blk 434 Ang Mo Kio Avenue 10,,,67,55,620000,https://www.srx.com.sg/listings/100435961/for-sale-ang-mo-kio-avenue-10-ang-mo-kio-avenue-10,44.0,2,2.0
Ang Mo Kio,HDB 5 Room,430,Ang Mo Kio Avenue 3,,Blk 430 Ang Mo Kio Avenue 3,,,119,55,620000,https://www.srx.com.sg/listings/100702611/for-sale-ang-mo-kio-avenue-3-high-floor-spacious-5-room-hdb-near-amk-hub-mrt,44.0,3,2.0
Choa Chu Kang Central,HDB 5 Room,226,Choa Chu Kang Central,,Blk 226 Choa Chu Kang Central,,,124,69,620000,https://www.srx.com.sg/listings/100011521/for-sale-choa-chu-kang-central-choa-chu-kang-central,30.0,4,2.0
Jurong West,HDB 5 Room,728,Jurong West Avenue 5,,Blk 728 Jurong West Avenue 5,,,121,65,850000,https://www.srx.com.sg/listings/99643891/for-sale-jurong-west-avenue-5-jurong-west-avenue-5,34.0,4,2.0
Bedok Reservoir,HDB 4 Room,134,Bedok Reservoir Road,,Blk 134 Bedok Reservoir Road,,,84,63,850000,https://www.srx.com.sg/listings/100618761/for-sale-bedok-reservoir-road-bedok-reservoir-road,36.0,3,2.0
Woodlands,HDB 3 Room,161,Woodlands Street 13,,Blk 161 Woodlands Street 13,,,73,66,580000,https://www.srx.com.sg/listings/100700141/for-sale-woodlands-street-13-high-floor-corner-stack-1-min-walk-to-marsiling-m,33.0,2,2.0
Eunos Crescent,HDB 4 Room,31,Eunos Crescent,,Blk 31 Eunos Crescent,,,90,83,400000,https://www.srx.com.sg/listings/100038561/for-sale-eunos-crescent-best-stack-and-best-garden-facing-unit,16.0,3,2.0
Jurong West,HDB Executive,409,Jurong West Street 42,,Blk 409 Jurong West Street 42,,,150,61,600000,https://www.srx.com.sg/listings/100699041/for-sale-jurong-west-street-42-very-high-floor-unblock-currently-4-bedrooms-pro,38.0,4,3.0
Lompang,HDB 4 Room,178,Lompang Road,,Blk 178 Lompang Road,,,91,77,600000,https://www.srx.com.sg/listings/100699021/for-sale-lompang-road-lompang-road,22.0,3,2.0
Bedok Reservoir,HDB Executive,641,Bedok Reservoir Road,,Blk 641 Bedok Reservoir Road,,,146,69,850000,https://www.srx.com.sg/listings/100619681/for-sale-bedok-reservoir-road-bedok-reservoir-road,30.0,4,2.0
Edgefield,HDB 4 Room,671B,Edgefield Plains,,Blk 671B Edgefield Plains,,,90,91,850000,https://www.srx.com.sg/listings/100376831/for-sale-edgefield-plains-edgefield-plains,8.0,3,2.0
Jurong West,HDB 4 Room,623,Jurong West Street 61,,Blk 623 Jurong West Street 61,,,90,77,480000,https://www.srx.com.sg/listings/100574621/for-sale-jurong-west-street-61-jurong-west-street-61,22.0,3,2.0
Marsiling Greenview,HDB 3 Room,185B,Marsiling Greenview,,Blk 185B Marsiling Greenview,,,68,95,480000,https://www.srx.com.sg/listings/100653121/for-sale-marsiling-greenview-woodlands-street-13,4.0,2,2.0
Choa Chu Kang,HDB 4 Room,435,Choa Chu Kang Avenue 4,,Blk 435 Choa Chu Kang Avenue 4,,,104,69,480000,https://www.srx.com.sg/listings/100609031/for-sale-choa-chu-kang-avenue-4-choa-chu-kang-avenue-4,30.0,3,2.0
Matilda Edge,HDB 4 Room,220C,Matilda Edge,,Blk 220C Matilda Edge,,,93,94,480000,https://www.srx.com.sg/listings/100092201/for-sale-matilda-edge-matilda-edge,5.0,3,2.0
Yishun Riverwalk,HDB 4 Room,334B,Yishun Riverwalk,,Blk 334B Yishun Riverwalk,,,92,91,480000,https://www.srx.com.sg/listings/99976771/for-sale-yishun-riverwalk-yishun-street-31,8.0,3,2.0
Upper Boon Keng,HDB 5 Room,16,Upper Boon Keng Road,,Blk 16 Upper Boon Keng Road,,,141,51,480000,https://www.srx.com.sg/listings/99967431/for-sale-upper-boon-keng-road-upper-boon-keng-road,48.0,6,4.0
