Location_Name,Location_Type,Blk_No,Address,Postal_Code,Full Address,Long,Lat,floor_area_sqm,remaining_lease,Price,Link,Lease_Used,Num_Bed,Num_Toilet
The Pinnacle,HDB 4 Room,1G,The Pinnacle@Duxton,,Blk 1G The Pinnacle@Duxton,,,93,87,399999,https://www.srx.com.sg/listings/98834501/for-sale-the-pinnacle-duxton-cantonment-road,12.0,3,2.0
Lengkok Bahru,HDB 4 Room,52,Lengkok Bahru,,Blk 52 Lengkok Bahru,,,84,62,365000,https://www.srx.com.sg/listings/98915281/for-sale-lengkok-bahru-52-lengkok-bahru,37.0,3,2.0
West Crest,HDB 5 Room,446A,West Crest @ Bukit Batok,,Blk 446A West Crest @ Bukit Batok,,,112,95,365000,https://www.srx.com.sg/listings/98914181/for-sale-west-crest-bukit-batok-bukit-batok-west-avenue-8,4.0,3,2.0
Rivervale Walk,HDB 4 Room,105,Rivervale Walk,,Blk 105 Rivervale Walk,,,104,75,365000,https://www.srx.com.sg/listings/98910961/for-sale-rivervale-walk-rivervale-walk,24.0,3,2.0
Rowell,HDB 5 Room,642,Rowell Road,,Blk 642 Rowell Road,,,139,60,675000,https://www.srx.com.sg/listings/98910631/for-sale-rowell-road-rowell-road,39.0,3,2.0
Tampines Greenleaf,HDB 5 Room,524A,Tampines Greenleaf,,Blk 524A Tampines Greenleaf,,,113,91,675000,https://www.srx.com.sg/listings/98747061/for-sale-tampines-greenleaf-tampines-central-7,8.0,3,2.0
West Terra,HDB 4 Room,453A,West Terra @ Bukit Batok,,Blk 453A West Terra @ Bukit Batok,,,93,94,539999,https://www.srx.com.sg/listings/98906541/for-sale-west-terra-bukit-batok-bukit-batok-west-avenue-6,5.0,3,2.0
Woodlands Pasture I,HDB 5 Room,783A,Woodlands Pasture I,,Blk 783A Woodlands Pasture I,,,113,94,539999,https://www.srx.com.sg/listings/100276411/for-sale-woodlands-pasture-i-woodlands-rise,5.0,3,2.0
Mei Ling,HDB 3 Room,157,Mei Ling Street,,Blk 157 Mei Ling Street,,,69,46,539999,https://www.srx.com.sg/listings/100276231/for-sale-mei-ling-street-mei-ling-street,53.0,2,1.0
Ho Ching,HDB 3 Room,111,Ho Ching Road,,Blk 111 Ho Ching Road,,,68,46,500888,https://www.srx.com.sg/listings/100275831/for-sale-ho-ching-road-ho-ching-road,53.0,2,2.0
Punggol Waves,HDB 4 Room,213A,Punggol Waves,,Blk 213A Punggol Waves,,,93,91,500888,https://www.srx.com.sg/listings/100257141/for-sale-punggol-waves-stunning-hdb-home-with-modern-elegance-at-213a-pun,8.0,3,2.0
City Vue,HDB 3 Room,95B,City Vue @henderson,,Blk 95B City Vue @henderson,,,68,95,780000,https://www.srx.com.sg/listings/99166801/for-sale-city-vue-henderson-henderson-road,4.0,2,2.0
Jurong West,HDB 5 Room,273B,Jurong West Avenue 3,,Blk 273B Jurong West Avenue 3,,,111,77,780000,https://www.srx.com.sg/listings/100255771/for-sale-jurong-west-avenue-3-normal-completion-no-need-extension,22.0,3,2.0
Teck Whye Lane,HDB Executive,109,Teck Whye Lane,,Blk 109 Teck Whye Lane,,,146,65,780000,https://www.srx.com.sg/listings/99905631/for-sale-teck-whye-lane-teck-whye-lane,34.0,4,3.0
Boon Lay,HDB 5 Room,268C,Boon Lay Drive,,Blk 268C Boon Lay Drive,,,110,78,1130000,https://www.srx.com.sg/listings/100274871/for-sale-boon-lay-drive-boon-lay-drive,21.0,3,2.0
Pasir Ris,HDB 5 Room,192,Pasir Ris Street 12,,Blk 192 Pasir Ris Street 12,,,124,69,1130000,https://www.srx.com.sg/listings/100274741/for-sale-pasir-ris-street-12-pasir-ris-street-12,30.0,3,2.0
Fengshan Community Club,HDB 4 Room,187B,Fengshan Community Club,,Blk 187B Fengshan Community Club,,,93,94,760000,https://www.srx.com.sg/listings/100274651/for-sale-fengshan-community-club-bedok-north-street-4,5.0,3,2.0
Waterway View,HDB 5 Room,684B,Waterway View,,Blk 684B Waterway View,,,113,94,760000,https://www.srx.com.sg/listings/100274471/for-sale-waterway-view-edgedale-plains,5.0,3,2.0
Fernvale,HDB 4 Room,436B,Fernvale Road,,Blk 436B Fernvale Road,,,96,86,760000,https://www.srx.com.sg/listings/99765471/for-sale-fernvale-road-fernvale-road,13.0,3,2.0
Sembawang,HDB 4 Room,477,Sembawang Drive,,Blk 477 Sembawang Drive,,,84,76,760000,https://www.srx.com.sg/listings/100274431/for-sale-sembawang-drive-sembawang-drive,23.0,3,2.0
Ang Mo Kio,HDB 5 Room,618,Ang Mo Kio Avenue 4,,Blk 618 Ang Mo Kio Avenue 4,,,134,72,760000,https://www.srx.com.sg/listings/100274391/for-sale-ang-mo-kio-avenue-4-ang-mo-kio-avenue-4,27.0,4,2.0
Ghim Moh,HDB 3 Room,3,Ghim Moh Road,,Blk 3 Ghim Moh Road,,,65,52,760000,https://www.srx.com.sg/listings/98384741/for-sale-ghim-moh-road-ghim-moh-road,47.0,2,1.0
Lim Liak,HDB 3 Room,23,Lim Liak Street,,Blk 23 Lim Liak Street,,,88,49,650000,https://www.srx.com.sg/listings/100078211/for-sale-lim-liak-street-lim-liak-street,50.0,3,2.0
Compassvale Lane,HDB 4 Room,209C,Compassvale Lane,,Blk 209C Compassvale Lane,,,92,87,650000,https://www.srx.com.sg/listings/100060641/for-sale-compassvale-lane-compassvale-lane,12.0,3,2.0
Lavender Gardens,HDB 5 Room,816,Lavender Gardens,,Blk 816 Lavender Gardens,,,110,79,568000,https://www.srx.com.sg/listings/99116951/for-sale-lavender-gardens-jellicoe-road,20.0,3,2.0
Admiralty Grove,HDB 5 Room,694B,Admiralty Grove,,Blk 694B Admiralty Grove,,,113,93,568000,https://www.srx.com.sg/listings/97501911/for-sale-admiralty-grove-woodlands-drive-62,6.0,2,2.0
Spottiswoode Park,HDB 5 Room,110,Spottiswoode Park Road,,Blk 110 Spottiswoode Park Road,,,121,55,568000,https://www.srx.com.sg/listings/99737381/for-sale-spottiswoode-park-road-spottiswoode-park-road,44.0,3,2.0
Eastbrook,HDB 4 Room,104B,Eastbrook @ Canberra,,Blk 104B Eastbrook @ Canberra,,,93,94,980000,https://www.srx.com.sg/listings/99737241/for-sale-eastbrook-canberra-canberra-street,5.0,3,2.0
Hougang Crimson,HDB 4 Room,932A,Hougang Crimson,,Blk 932A Hougang Crimson,,,92,93,980000,https://www.srx.com.sg/listings/99580011/for-sale-hougang-crimson-hougang-avenue-9,6.0,3,2.0
Fern Grove,HDB 5 Room,674A,Fern Grove @ Yishun,,Blk 674A Fern Grove @ Yishun,,,112,94,980000,https://www.srx.com.sg/listings/99598701/for-sale-fern-grove-yishun-fern-grove-yishun,5.0,3,2.0
Bedok Reservoir,HDB 5 Room,605,Bedok Reservoir Road,,Blk 605 Bedok Reservoir Road,,,121,57,910000,https://www.srx.com.sg/listings/99710661/for-sale-bedok-reservoir-road-large-home-in-mature-estate-low-floor-surrounded,42.0,3,2.0
Punggol Spectra,HDB 3 Room,622C,Punggol Spectra,,Blk 622C Punggol Spectra,,,69,90,910000,https://www.srx.com.sg/listings/99732571/for-sale-punggol-spectra-punggol-central,9.0,2,2.0
Woodlands,HDB 5 Room,687C,Woodlands Drive 75,,Blk 687C Woodlands Drive 75,,,114,79,802888,https://www.srx.com.sg/listings/99478401/for-sale-woodlands-drive-75-woodlands-drive-75,20.0,3,2.0
Bendemeer,HDB Executive,48,Bendemeer Road,,Blk 48 Bendemeer Road,,,147,70,802888,https://www.srx.com.sg/listings/99130581/for-sale-bendemeer-road-bendemeer-road,29.0,4,2.0
Lengkong Tiga,HDB Executive,108,Lengkong Tiga,,Blk 108 Lengkong Tiga,,,146,65,802888,https://www.srx.com.sg/listings/99727911/for-sale-lengkong-tiga-lengkong-tiga,34.0,4,3.0
West Valley,HDB 4 Room,448C,West Valley @ Bukit Batok,,Blk 448C West Valley @ Bukit Batok,,,93,95,1300000,https://www.srx.com.sg/listings/99727041/for-sale-west-valley-bukit-batok-bukit-batok-west-avenue-9,4.0,3,2.0
Waterway Sunray,HDB 5 Room,658A,Waterway Sunray,,Blk 658A Waterway Sunray,,,113,94,1300000,https://www.srx.com.sg/listings/99726991/for-sale-waterway-sunray-waterway-sunray,5.0,3,2.0
Jurong West,HDB 4 Room,510,Jurong West Street 52,,Blk 510 Jurong West Street 52,,,10,60,1300000,https://www.srx.com.sg/listings/99726641/for-sale-jurong-west-street-52-jurong-west-street-52,39.0,3,2.0
Tampines,HDB 3 Room,847,Tampines Street 83,,Blk 847 Tampines Street 83,,,74,63,600000,https://www.srx.com.sg/listings/99725861/for-sale-tampines-street-83-tampines-street-83,36.0,2,2.0
Corporation,HDB 4 Room,140,Corporation Drive,,Blk 140 Corporation Drive,,,93,94,600000,https://www.srx.com.sg/listings/99539781/for-sale-corporation-drive-corporation-drive,5.0,3,2.0
Strathmore,HDB 4 Room,59,Strathmore Avenue,,Blk 59 Strathmore Avenue,,,96,76,600000,https://www.srx.com.sg/listings/99725541/for-sale-strathmore-avenue-strathmore-avenue,23.0,3,2.0
Hougang Meadow,HDB 3 Room,364B,Hougang Meadow,,Blk 364B Hougang Meadow,,,67,94,438000,https://www.srx.com.sg/listings/99725381/for-sale-hougang-meadow-upper-serangoon-road,5.0,2,2.0
Eastlawn,HDB 5 Room,108C,Eastlawn @ Canberra,,Blk 108C Eastlawn @ Canberra,,,113,94,438000,https://www.srx.com.sg/listings/99662071/for-sale-eastlawn-canberra-canberra-walk,5.0,3,2.0
Teban Gardens,HDB 3 Room,33,Teban Gardens Road,,Blk 33 Teban Gardens Road,,,77,53,600000,https://www.srx.com.sg/listings/100599711/for-sale-teban-gardens-road-teban-gardens-road,46.0,3,2.0
Gangsa,HDB 3 Room,102,Gangsa Road,,Blk 102 Gangsa Road,,,73,64,600000,https://www.srx.com.sg/listings/100599691/for-sale-gangsa-road-gangsa-road,35.0,2,2.0
Anchorvale Link,HDB 4 Room,305A,Anchorvale Link,,Blk 305A Anchorvale Link,,,90,78,600000,https://www.srx.com.sg/listings/100599681/for-sale-anchorvale-link-anchorvale-link,21.0,3,2.0
Anchorvale Link,HDB 4 Room,306A,Anchorvale Link,,Blk 306A Anchorvale Link,,,90,78,418000,https://www.srx.com.sg/listings/100599651/for-sale-anchorvale-link-anchorvale-link,21.0,3,2.0
Yung Kuang Court,HDB 5 Room,164A,Yung Kuang Court,,Blk 164A Yung Kuang Court,,,113,94,418000,https://www.srx.com.sg/listings/99524341/for-sale-yung-kuang-court-yung-kuang-road,5.0,3,2.0
Bukit Batok West,HDB 4 Room,426,Bukit Batok West Avenue 2,,Blk 426 Bukit Batok West Avenue 2,,,84,63,418000,https://www.srx.com.sg/listings/100120911/for-sale-bukit-batok-west-avenue-2-bukit-batok-west-avenue-2,36.0,3,2.0
Pandan Gardens,HDB 3 Room,410,Pandan Gardens,,Blk 410 Pandan Gardens,,,73,55,425000,https://www.srx.com.sg/listings/100513351/for-sale-pandan-gardens-pandan-gardens,44.0,2,1.0
Teck Whye Lane,HDB Executive,109,Teck Whye Lane,,Blk 109 Teck Whye Lane,,,146,65,425000,https://www.srx.com.sg/listings/99842861/for-sale-teck-whye-lane-teck-whye-lane,34.0,4,3.0
Circuit,HDB 3 Room,35,Circuit Road,,Blk 35 Circuit Road,,,72,47,425000,https://www.srx.com.sg/listings/100502661/for-sale-circuit-road-circuit-road,52.0,3,1.0
Fernvale Crest,HDB 3 Room,450B,Fernvale Crest,,Blk 450B Fernvale Crest,,,67,90,520000,https://www.srx.com.sg/listings/100498711/for-sale-fernvale-crest-sengkang-west-way,9.0,2,2.0
Punggol Central,HDB Executive,188,Punggol Central,,Blk 188 Punggol Central,,,128,80,520000,https://www.srx.com.sg/listings/100011991/for-sale-punggol-central-punggol-central,19.0,4,2.0
Toh Guan,HDB Executive,285C,Toh Guan Road,,Blk 285C Toh Guan Road,,,145,74,520000,https://www.srx.com.sg/listings/100342761/for-sale-toh-guan-road-toh-guan-road,25.0,4,3.0
Ang Mo Kio,HDB 4 Room,308A,Ang Mo Kio Avenue 1,,Blk 308A Ang Mo Kio Avenue 1,,,94,88,720000,https://www.srx.com.sg/listings/100000031/for-sale-ang-mo-kio-avenue-1-ang-mo-kio-avenue-1,11.0,3,2.0
Strathmore,HDB 4 Room,50,Strathmore Avenue,,Blk 50 Strathmore Avenue,,,90,82,720000,https://www.srx.com.sg/listings/100599021/for-sale-strathmore-avenue-strathmore-avenue,17.0,3,2.0
Holland Vista,HDB 4 Room,13,Holland Vista,,Blk 13 Holland Vista,,,88,51,700000,https://www.srx.com.sg/listings/100598731/for-sale-holland-vista-holland-drive,48.0,3,1.0
Edgefield,HDB 5 Room,118,Edgefield Plains,,Blk 118 Edgefield Plains,,,113,79,700000,https://www.srx.com.sg/listings/100502261/for-sale-edgefield-plains-edgefield-plains,20.0,3,2.0
Jurong West,HDB 5 Room,744,Jurong West Street 73,,Blk 744 Jurong West Street 73,,,128,69,420000,https://www.srx.com.sg/listings/100324361/for-sale-jurong-west-street-73-jurong-west-street-73,30.0,4,2.0
Montreal,HDB 5 Room,589D,Montreal Drive,,Blk 589D Montreal Drive,,,110,79,420000,https://www.srx.com.sg/listings/100217251/for-sale-montreal-drive-montreal-drive,20.0,3,2.0
Bukit Batok West,HDB 4 Room,440B,Bukit Batok West Avenue 8,,Blk 440B Bukit Batok West Avenue 8,,,92,95,420000,https://www.srx.com.sg/listings/100220591/for-sale-bukit-batok-west-avenue-8-bukit-batok-west-avenue-8,4.0,3,2.0
Fernvale,HDB 4 Room,407A,Fernvale Road,,Blk 407A Fernvale Road,,,98,81,1060000,https://www.srx.com.sg/listings/100262001/for-sale-fernvale-road-fernvale-road,18.0,3,2.0
Marine Crescent,HDB 3 Room,47,Marine Crescent,,Blk 47 Marine Crescent,,,65,51,1060000,https://www.srx.com.sg/listings/96873621/for-sale-marine-crescent-marine-crescent,48.0,2,2.0
Keat Hong Close,HDB 5 Room,805D,Keat Hong Close,,Blk 805D Keat Hong Close,,,113,93,1060000,https://www.srx.com.sg/listings/100326931/for-sale-keat-hong-close-keat-hong-close,6.0,3,2.0
Bedok North,HDB 4 Room,82,Bedok North Road,,Blk 82 Bedok North Road,,,92,54,410000,https://www.srx.com.sg/listings/100535311/for-sale-bedok-north-road-bedok-north-road,45.0,3,2.0
Jurong West,HDB 4 Room,989C,Jurong West Street 93,,Blk 989C Jurong West Street 93,,,93,84,410000,https://www.srx.com.sg/listings/100570391/for-sale-jurong-west-street-93-jurong-west-street-93,15.0,3,2.0
Bedok North,HDB 4 Room,707,Bedok North Road,,Blk 707 Bedok North Road,,,92,56,410000,https://www.srx.com.sg/listings/100530491/for-sale-bedok-north-road-bedok-north-road,43.0,3,2.0
Yishun,HDB 4 Room,454,Yishun Street 41,,Blk 454 Yishun Street 41,,,93,89,590000,https://www.srx.com.sg/listings/100569941/for-sale-yishun-street-41-yishun-street-41,10.0,3,2.0
Serangoon North,HDB 5 Room,141,Serangoon North Avenue 2,,Blk 141 Serangoon North Avenue 2,,,122,65,590000,https://www.srx.com.sg/listings/100569851/for-sale-serangoon-north-avenue-2-serangoon-north-avenue-2,34.0,4,2.0
Geylang Serai,HDB 4 Room,3A,Geylang Serai,,Blk 3A Geylang Serai,,,95,87,590000,https://www.srx.com.sg/listings/100556481/for-sale-geylang-serai-excellent-location,12.0,3,2.0
Jurong West,HDB 5 Room,728,Jurong West Avenue 5,,Blk 728 Jurong West Avenue 5,,,121,65,590000,https://www.srx.com.sg/listings/99643891/for-sale-jurong-west-avenue-5-jurong-west-avenue-5,34.0,4,2.0
Punggol Central,HDB 5 Room,188,Punggol Central,,Blk 188 Punggol Central,,,128,80,679000,https://www.srx.com.sg/listings/100569451/for-sale-punggol-central-punggol-central,19.0,3,2.0
Yishun Central,HDB 3 Room,303,Yishun Central,,Blk 303 Yishun Central,,,74,64,679000,https://www.srx.com.sg/listings/100202491/for-sale-yishun-central-yishun-central,35.0,2,2.0
Serangoon Central,HDB Executive,423,Serangoon Central,,Blk 423 Serangoon Central,,,146,65,499000,https://www.srx.com.sg/listings/100555381/for-sale-serangoon-central-serious-seller-high-floor-all-races-eligible-no,34.0,4,3.0
Rivervale Walk,HDB 5 Room,110,Rivervale Walk,,Blk 110 Rivervale Walk,,,121,75,920000,https://www.srx.com.sg/listings/99586101/for-sale-rivervale-walk-rivervale-walk,24.0,3,2.0
Simei,HDB 5 Room,156,Simei Road,,Blk 156 Simei Road,,,122,65,920000,https://www.srx.com.sg/listings/99709681/for-sale-simei-road-simei-road,34.0,4,2.0
Eastcrown,HDB 4 Room,129A,Eastcrown @ Canberra,,Blk 129A Eastcrown @ Canberra,,,102,94,488000,https://www.srx.com.sg/listings/100286801/for-sale-eastcrown-canberra-canberra-street,5.0,3,2.0
Ang Mo Kio,HDB 4 Room,470,Ang Mo Kio Avenue 10,,Blk 470 Ang Mo Kio Avenue 10,,,92,55,488000,https://www.srx.com.sg/listings/100261131/for-sale-ang-mo-kio-avenue-10-ang-mo-kio-avenue-10,44.0,3,2.0
Bedok South,HDB 3 Room,3,Bedok South Avenue 1,,Blk 3 Bedok South Avenue 1,,,59,52,488000,https://www.srx.com.sg/listings/100269511/for-sale-bedok-south-avenue-1-no-extension-stay-3room-hdb-at-blk-3-bedok-south-a,47.0,2,1.0
Skyterrace,HDB 4 Room,92,Skyterrace @ Dawson,,Blk 92 Skyterrace @ Dawson,,,97,92,550000,https://www.srx.com.sg/listings/100129181/for-sale-skyterrace-dawson-dawson-road,7.0,3,2.0
Bedok North,HDB 3 Room,504,Bedok North Street 3,,Blk 504 Bedok North Street 3,,,59,54,550000,https://www.srx.com.sg/listings/100288351/for-sale-bedok-north-street-3-bedok-north-street-3,45.0,2,1.0
Woodlands Pasture I,HDB 4 Room,783B,Woodlands Pasture I,,Blk 783B Woodlands Pasture I,,,93,94,550000,https://www.srx.com.sg/listings/100230271/for-sale-woodlands-pasture-i-woodlands-rise,5.0,3,2.0
Tampines,HDB 5 Room,356,Tampines Street 33,,Blk 356 Tampines Street 33,,,125,72,950000,https://www.srx.com.sg/listings/99872291/for-sale-tampines-street-33-tampines-street-33,27.0,4,2.0
Kim Keat Link,HDB 5 Room,244,Kim Keat Link,,Blk 244 Kim Keat Link,,,122,65,950000,https://www.srx.com.sg/listings/99703851/for-sale-kim-keat-link-kim-keat-link,34.0,3,2.0
Anchorvale,HDB 4 Room,322A,Anchorvale Drive,,Blk 322A Anchorvale Drive,,,86,78,950000,https://www.srx.com.sg/listings/100287451/for-sale-anchorvale-drive-anchorvale-drive,21.0,3,2.0
Segar,HDB 4 Room,480,Segar Road,,Blk 480 Segar Road,,,92,78,630000,https://www.srx.com.sg/listings/100287441/for-sale-segar-road-segar-road,21.0,3,2.0
Jurong West,HDB 5 Room,744,Jurong West Street 73,,Blk 744 Jurong West Street 73,,,128,69,630000,https://www.srx.com.sg/listings/100286511/for-sale-jurong-west-street-73-spacious-3-bedroom-plus-study-bedroom-service-ba,30.0,4,2.0
Tampines,HDB 4 Room,848,Tampines Street 82,,Blk 848 Tampines Street 82,,,104,61,599999,https://www.srx.com.sg/listings/100286291/for-sale-tampines-street-82-tampines-street-82,38.0,3,2.0
Tampines,HDB 4 Room,227,Tampines Street 23,,Blk 227 Tampines Street 23,,,93,62,599999,https://www.srx.com.sg/listings/100210861/for-sale-tampines-street-23-tampines-street-23,37.0,3,2.0
Lake Vista,HDB 5 Room,138C,Lake Vista @ Yuan Ching,,Blk 138C Lake Vista @ Yuan Ching,,,108,90,298000,https://www.srx.com.sg/listings/100285051/for-sale-lake-vista-yuan-ching-yuan-ching-road,9.0,3,2.0
Tampines,HDB Executive,430,Tampines Street 41,,Blk 430 Tampines Street 41,,,148,62,298000,https://www.srx.com.sg/listings/100284961/for-sale-tampines-street-41-tampines-street-41,37.0,3,3.0
Strathmore,HDB 4 Room,61A,Strathmore Avenue,,Blk 61A Strathmore Avenue,,,98,87,298000,https://www.srx.com.sg/listings/100216811/for-sale-strathmore-avenue-strathmore-avenue,12.0,3,2.0
Canberra,HDB 2 Room,104B,Canberra Street,,Blk 104B Canberra Street,,,47,94,383000,https://www.srx.com.sg/listings/100216601/for-sale-canberra-street-canberra-street,5.0,1,1.0
Sims,HDB 4 Room,40,Sims Drive,,Blk 40 Sims Drive,,,109,66,383000,https://www.srx.com.sg/listings/100216491/for-sale-sims-drive-sims-drive,33.0,3,2.0
Woodlands,HDB 5 Room,368,Woodlands Avenue 1,,Blk 368 Woodlands Avenue 1,,,120,73,383000,https://www.srx.com.sg/listings/99798211/for-sale-woodlands-avenue-1-woodlands-avenue-1,26.0,4,2.0
Lorong 5 Toa Payoh,HDB 3 Room,57,Lorong 5 Toa Payoh,,Blk 57 Lorong 5 Toa Payoh,,,67,49,650000,https://www.srx.com.sg/listings/100214711/for-sale-lorong-5-toa-payoh-lorong-5-toa-payoh,50.0,2,1.0
City View,HDB 5 Room,7,City View @ Boon Keng,,Blk 7 City View @ Boon Keng,,,107,87,650000,https://www.srx.com.sg/listings/99675571/for-sale-city-view-boon-keng-boon-keng-road,12.0,3,2.0
Bukit Batok West,HDB 4 Room,391,Bukit Batok West Avenue 5,,Blk 391 Bukit Batok West Avenue 5,,,92,80,650000,https://www.srx.com.sg/listings/99568261/for-sale-bukit-batok-west-avenue-5-bukit-batok-west-avenue-5,19.0,3,2.0
Woodlands,HDB 4 Room,508,Woodlands Drive 14,,Blk 508 Woodlands Drive 14,,,101,75,688888,https://www.srx.com.sg/listings/100129301/for-sale-woodlands-drive-14-woodlands-drive-14,24.0,3,2.0
Bedok North,HDB 4 Room,518,Bedok North Avenue 2,,Blk 518 Bedok North Avenue 2,,,92,55,688888,https://www.srx.com.sg/listings/100042471/for-sale-bedok-north-avenue-2-bedok-north-avenue-2,44.0,3,2.0
Fernvale,HDB 4 Room,410B,Fernvale Road,,Blk 410B Fernvale Road,,,96,88,688888,https://www.srx.com.sg/listings/100214121/for-sale-fernvale-road-fernvale-road,11.0,3,2.0
Yishun Riverwalk,HDB 5 Room,333A,Yishun Riverwalk,,Blk 333A Yishun Riverwalk,,,112,91,790000,https://www.srx.com.sg/listings/98355771/for-sale-yishun-riverwalk-yishun-street-31,8.0,4,2.0
SKYLINE I,HDB 5 Room,194A,SKYLINE I @ BUKIT BATOK,,Blk 194A SKYLINE I @ BUKIT BATOK,,,112,93,790000,https://www.srx.com.sg/listings/100213401/for-sale-skyline-i-bukit-batok-high-floor-newly-mop-5-room-premium-unit-for-sale,6.0,3,2.0
Toh Guan,HDB 5 Room,267,Toh Guan Road,,Blk 267 Toh Guan Road,,,121,74,790000,https://www.srx.com.sg/listings/100212931/for-sale-toh-guan-road-near-jurong-east-mrt-high-floor-5-room-hdb-unit-wi,25.0,3,2.0
Tampines,HDB 4 Room,215,Tampines Street 23,,Blk 215 Tampines Street 23,,,93,61,600000,https://www.srx.com.sg/listings/100047321/for-sale-tampines-street-23-tampines-street-23,38.0,3,3.0
Keat Hong Close,HDB 5 Room,805D,Keat Hong Close,,Blk 805D Keat Hong Close,,,113,93,600000,https://www.srx.com.sg/listings/100119231/for-sale-keat-hong-close-keat-hong-close,6.0,3,2.0
Serangoon,HDB 4 Room,307,Serangoon Avenue 2,,Blk 307 Serangoon Avenue 2,,,92,61,600000,https://www.srx.com.sg/listings/100212441/for-sale-serangoon-avenue-2-serangoon-avenue-2,38.0,3,2.0
Anchorvale Harvest,HDB 4 Room,331C,Anchorvale Harvest,,Blk 331C Anchorvale Harvest,,,93,91,565000,https://www.srx.com.sg/listings/100212401/for-sale-anchorvale-harvest-anchorvale-street,8.0,3,2.0
Serangoon,HDB 3 Room,306,Serangoon Avenue 2,,Blk 306 Serangoon Avenue 2,,,69,61,565000,https://www.srx.com.sg/listings/100066881/for-sale-serangoon-avenue-2-serangoon-avenue-2,38.0,2,1.0
Jurong West,HDB 5 Room,672A,Jurong West Street 65,,Blk 672A Jurong West Street 65,,,110,78,565000,https://www.srx.com.sg/listings/100000111/for-sale-jurong-west-street-65-jurong-west-street-65,21.0,3,2.0
Pasir Ris,HDB Executive,153,Pasir Ris Street 13,,Blk 153 Pasir Ris Street 13,,,145,71,749000,https://www.srx.com.sg/listings/100211881/for-sale-pasir-ris-street-13-pasir-ris-street-13,28.0,3,2.0
