,Coordinates,FairpricePoints,HosPoints,MallPoints,MRTPoints,ParksPoints,PriSchPoints,SecSchPoints,TertairyPoints,UniPoints,Area,Location_Type,Link,floor_area_sqm,remaining_lease,Sale_Price,Location,Lease_Points,SQM_Points,Total_Points,History_Avg_Point,Percent
240,"1.3246522, 103.91088063163224",0.01847775407321153,0.05211580792816407,0.0,0.010439807340578349,0.0,0.016182753711794902,0.0,0.0,0.0,LENGKONG TIGA,HDB 5 ROOM,https://www.99.co/singapore/sale/property/109-lengkong-tiga-hdb-FhaKdmzFtPb48nG36HNVkS,65,125,1050000,BEDOK,0.05,0.02,0.16721612305374886,0.3158236088464499,26.473024557047538
241,"1.3247343, 103.9196912",0.006384726096712713,0.0340189876224471,0.0,0.00349949566662111,0.0,0.01812053605206937,0.02828216882092615,0.0,0.0,CHAI CHEE,HDB 3 ROOM,https://www.99.co/singapore/sale/property/58-chai-chee-drive-hdb-S6hcwNygti8BexQuwmxJZE,59,79,458000,BEDOK,0.04,0.02,0.15030591425877643,0.0,0.0
242,"1.32476135, 103.9021193492959",0.0020390028882869182,0.05749406391723334,0.0,0.003670867321292675,0.0,0.025572459101872065,0.012714910590063922,0.0,0.0,EUNOS CRESCENT,HDB 5 ROOM,https://www.99.co/singapore/sale/property/22-eunos-crescent-hdb-ZQjpdDHDpM7bE75hGxBBAr,53,123,629000,GEYLANG,0.05,0.02,0.1714913038187489,0.32825343768080206,26.121783374209368
243,"1.3249096, 103.85559309602273",0.023699613417721095,0.08485396795533191,0.0,0.003403597000965665,0.0,0.009785892609828177,0.013928874953568263,0.0,0.0,LORONG LIMAU,HDB 4 ROOM,https://www.99.co/singapore/sale/property/78-lorong-limau-hdb-WBQ2mmrJ5EaLaSs8Vu7Teg,94,92,920000,KALLANG/WHAMPOA,0.05,0.035,0.22067194593741515,0.40394428002119026,27.314651655153906
244,"1.32503235, 103.90318403065035",0.0023034939107706856,0.06132983118151477,0.0,0.003886188680622523,0.0,0.039364182176620695,0.012298169159024359,0.0,0.0,EUNOS CRESCENT,HDB 3 ROOM,https://www.srx.com.sg/listings/100578851/for-sale-eunos-crescent-eunos-crescent,58,69,460000,GEYLANG,0.035,0.02,0.17418186510855302,0.0,0.0
245,"1.3251176500000001, 103.88568784167661",0.004905532445421279,0.08569632411959001,0.0,0.01884866845612875,0.0,0.021795423131832043,0.0045542110722307586,0.0,0.0,CIRCUIT,HDB 3 ROOM,https://www.srx.com.sg/listings/100244761/for-sale-circuit-road-circuit-road,45,56,838000,GEYLANG,0.025,0.02,0.18080015922520282,0.0,0.0
246,"1.3253515999999999, 103.8544509440051",0.01689184509676525,0.07264604276069482,0.004304107229837625,0.00391078299723226,0.0010733801533677199,0.007636362225798684,0.011893554452044323,0.0,0.0,LORONG LIMAU,HDB 3 ROOM,https://www.srx.com.sg/listings/100445341/for-sale-lorong-limau-3i-flat-with-utility-rm-near-whampoa-for-sale,49,65,750000,KALLANG/WHAMPOA,0.03,0.02,0.16835607491574064,0.18733808524292778,44.9337556475576
247,"1.3254157000000002, 103.88558505131579",0.006530421671021325,0.08213794016910611,0.0,0.019718175408632778,0.0,0.0219547792469865,0.004412305347928949,0.0,0.0,CIRCUIT,HDB 2 ROOM,https://www.srx.com.sg/listings/100407361/for-sale-circuit-road-circuit-road,45,60,360000,GEYLANG,0.03,0.02,0.18475362184367564,0.0,0.0
248,"1.3257831, 103.90975001517054",0.007536535361626577,0.03160246726128333,0.0,0.008442923479897528,0.0,0.022114012500732676,0.004371788940837988,0.0,0.0,LENGKONG TIGA,HDB EXECUTIVE,https://www.srx.com.sg/listings/100445861/for-sale-lengkong-tiga-lengkong-tiga,65,146,580000,BEDOK,0.05,0.02,0.1440677275443781,0.2231967556070845,32.273705581544135
249,"1.3258283, 103.923042",0.012679316890263796,0.06967640182753432,0.005609730033274975,0.0036423109250568854,0.0,0.01504272305707359,0.030569327367510314,0.0,0.0,CHAI CHEE,HDB 3 ROOM,https://www.srx.com.sg/listings/100003851/for-sale-chai-chee-road-chai-chee-road,48,65,565000,BEDOK,0.03,0.02,0.18721981010071387,0.0,0.0
250,"1.3260908, 103.85826130493585",0.007892974533528295,0.07610676807764755,0.0,0.0,0.0,0.016983060588443795,0.01815575062808782,0.0,0.0,JALAN BAHAGIA,HDB 3 ROOM,https://www.srx.com.sg/listings/100110001/for-sale-jalan-bahagia-jalan-bahagia,47,56,570000,KALLANG/WHAMPOA,0.025,0.02,0.16413855382770745,0.18733808524292778,43.80811131246038
251,"1.3260922499999999, 103.85897905330496",0.006877907997524411,0.08106500838272898,0.0,0.0,0.0,0.017340166432940587,0.025297600939245348,0.0,0.0,JALAN BAHAGIA,HDB 3 ROOM,https://www.srx.com.sg/listings/100283441/for-sale-jalan-bahagia-jalan-bahagia,46,56,368000,KALLANG/WHAMPOA,0.025,0.02,0.17558068375243932,0.18733808524292778,46.861983115915216
252,"1.3267231, 103.91906",0.005443435461258354,0.05401044308776032,0.0,0.00668726019969337,0.0,0.02425319549171938,0.04224634109663436,0.0,0.0,CHAI CHEE,HDB 3 ROOM,https://www.srx.com.sg/listings/100464241/for-sale-chai-chee-drive-chai-chee-drive,60,79,728000,BEDOK,0.04,0.02,0.19264067533706578,0.0,0.0
253,"1.3269716, 103.88716914964688",0.0034659152979868648,0.07606616764164509,0.0,0.02500399570111202,0.0,0.016261781198556282,0.0,0.0,0.0,CIRCUIT,HDB 3 ROOM,https://www.99.co/singapore/sale/property/64-circuit-road-hdb-idxHskMzewMAzvy4znvN5R,43,58,350000,GEYLANG,0.025,0.01,0.15579785983930028,0.0,0.0
254,"1.3270202000000002, 103.85562383529664",0.012123846883612389,0.08109787558003004,0.004098295422480172,0.004194176279091301,0.0010625756825369404,0.006455977023244842,0.011321243059935357,0.0,0.0,WHAMPOA,HDB 5 ROOM,https://www.srx.com.sg/listings/98791061/for-sale-whampoa-road-whampoa-road,73,123,615000,KALLANG/WHAMPOA,0.05,0.025,0.19535398993093103,0.9501536152808988,10.280126644215185
255,"1.3271388499999999, 103.86046872205199",0.005222126476896536,0.13061240606573202,0.0,0.0,0.0,0.016948263273661102,0.01877265666786123,0.0,0.0,JALAN TENTERAM,HDB 3 ROOM,https://www.99.co/singapore/sale/property/116a-jalan-tenteram-hdb-XqKkDv6Zx2N9qeWfrPhfgG,93,66,590000,KALLANG/WHAMPOA,0.03,0.035,0.2365554524841509,0.18733808524292778,50.0
256,"1.3272561, 103.92220443627329",0.005366433253177362,0.10818675423941615,0.004821053060438918,0.0064005879217527446,0.0010192830982333674,0.015465246468931583,0.060491382835205665,0.0,0.0,CHAI CHEE,HDB 3 ROOM,https://www.99.co/singapore/sale/property/19-chai-chee-road-hdb-6JJJunEBxXChyUTDPj9bVZ,48,74,380000,BEDOK,0.035,0.02,0.25675074087715577,0.0,0.0
257,"1.32734425, 103.72372733102867",0.006068927263515529,0.11302086205838746,0.0023248496525897513,0.0,0.001169095929075433,0.0,0.012087852530280304,0.0,0.0,CORPORATION,HDB 3 ROOM,https://www.99.co/singapore/sale/property/140b-corporation-drive-hdb-4mrK4cKuiB9aaCwfsJpNQV,95,67,460000,JURONG WEST,0.03,0.035,0.1996715874338485,0.0,0.0
258,"1.32737635, 103.72313820995441",0.006250116807363973,0.11789870930126566,0.0023979642929712382,0.0,0.0011544718324661008,0.0,0.011793106155473885,0.0,0.0,CORPORATION,HDB 4 ROOM,https://www.99.co/singapore/sale/property/140a-corporation-drive-hdb-NHstfNf4rYa4ncbE3jZ97y,95,92,598000,JURONG WEST,0.05,0.035,0.22449436838954087,0.0,0.0
259,"1.3274203, 103.92465768731158",0.00807264715669878,0.10506225068414869,0.009132261402092692,0.004126946815125109,0.0011192391353656423,0.017970307337634564,0.019323747477224394,0.0,0.0,CHAI CHEE,HDB 5 ROOM,https://www.99.co/singapore/sale/property/10-chai-chee-road-hdb-SCqGDevTbCcCeBRauhc3mx,77,119,899000,BEDOK,0.05,0.025,0.2398074000082899,0.3158236088464499,37.965401143408776
260,"1.3274308000000001, 103.88569323920265",0.005402014097546459,0.13773007325491143,0.0,0.024490000824526993,0.0,0.019122364782498163,0.0,0.0,0.0,CIRCUIT,HDB 2 ROOM,https://www.99.co/singapore/sale/property/39-circuit-road-hdb-b3KyaPzQqZwtkjtzqn44Ly,47,46,265000,GEYLANG,0.02,0.02,0.226744452959483,0.0,0.0
261,"1.3275328499999999, 103.93808269444034",0.00979083801816293,0.1820569460351092,0.004924808190091969,0.009348213940072991,0.0,0.02959910480517884,0.025906086558278217,0.0,0.0,BEDOK NORTH,HDB 4 ROOM,https://www.srx.com.sg/listings/100263731/for-sale-bedok-north-street-2-bedok-north-street-2,54,92,590000,BEDOK,0.05,0.02,0.33162599754689415,0.0,0.0
262,"1.32756465, 103.93579205446534",0.00972626095015887,0.1997146597933674,0.009428536142045418,0.007442590544930963,0.0,0.03137995070739337,0.021966390411319574,0.0,0.0,BEDOK NORTH,HDB 4 ROOM,https://www.srx.com.sg/listings/100662861/for-sale-bedok-north-avenue-3-bedok-noth-4ng-for-sale,54,92,700000,BEDOK,0.05,0.02,0.3496583885492156,0.0,0.0
263,"1.3276721999999999, 103.85637252399718",0.010420363640096035,0.06500380441511475,0.0020133307586874326,0.004047175073118811,0.001010352470457317,0.005994315300984099,0.011277405886963084,0.0,0.0,JALAN BAHAGIA,HDB EXECUTIVE,https://www.99.co/singapore/sale/property/49-jalan-bahagia-hdb-MBXZHYHqaEaSzC3nLJ5usC,48,79,899000,KALLANG/WHAMPOA,0.04,0.02,0.15976674754542153,0.401105643088486,19.91579404308906
264,"1.32775425, 103.85586477427813",0.010809152776176612,0.07927452847383301,0.00212944675254888,0.0043569114510165485,0.001071085314255794,0.005803855662719719,0.010692420124026412,0.0,0.0,JALAN BAHAGIA,HDB 4 ROOM,https://www.srx.com.sg/listings/100530931/for-sale-jalan-bahagia-rare-gem-with-charm-n-character,48,141,550000,KALLANG/WHAMPOA,0.05,0.02,0.18413740055457697,0.40394428002119026,22.79242579507716
265,"1.3279442, 103.7217462",0.007040501418146463,0.08176690675991928,0.002716325413292326,0.0,0.0011618276238848503,0.0,0.011070886937867085,0.0,0.0,YUNG LOH,HDB 5 ROOM,https://www.srx.com.sg/listings/100520441/for-sale-yung-loh-road-yung-loh-road,72,123,408000,JURONG WEST,0.05,0.025,0.17875644815311,0.0,0.0
266,"1.3282009000000001, 103.88650377273999",0.007189696525228127,0.13360572572405083,0.0,0.023053038041143094,0.0,0.01231217389746756,0.0,0.0,0.0,CIRCUIT,HDB 3 ROOM,https://www.srx.com.sg/listings/100324221/for-sale-circuit-road-circuit-road,48,58,535000,GEYLANG,0.025,0.02,0.2211606341878896,0.0,0.0
267,"1.3282576000000001, 103.8607271242081",0.0050289913057365715,0.12484548598107947,0.0021250126413107206,0.003172167073664069,0.0,0.01649005211455641,0.015418905093761481,0.0,0.0,JALAN TENTERAM,HDB 4 ROOM,https://www.99.co/singapore/sale/property/117b-jalan-tenteram-hdb-c9v72ezfTjstfdD8HiHFQX,93,92,838000,KALLANG/WHAMPOA,0.05,0.035,0.25208061421010874,0.40394428002119026,31.202399276069094
268,"1.3282612999999999, 103.92543315194064",0.006890133023317402,0.12043922345763804,0.009644566693784894,0.004202106366729262,0.0012594396805508696,0.01802871081617425,0.01544165302133196,0.0,0.0,CHAI CHEE,HDB 4 ROOM,https://www.srx.com.sg/listings/100466711/for-sale-chai-chee-street-urgent-sale-must-sell,56,92,618000,BEDOK,0.05,0.02,0.24590583305952665,0.0,0.0
269,"1.32828785, 103.93180904359372",0.011426085254509288,0.24170790621999963,0.014917187974706215,0.009607450175115337,0.0,0.03669253197573106,0.009994960766602097,0.0,0.0,BEDOK NORTH,HDB 4 ROOM,https://www.srx.com.sg/listings/100269081/for-sale-bedok-north-avenue-2-bedok-north-avenue-2,56,92,520000,BEDOK,0.05,0.02,0.39434612236666367,0.0,0.0
270,"1.3282991499999999, 103.8613772552474",0.005003546533059239,0.10559407627180713,0.002290522386825263,0.0034229638724692403,0.0,0.017213317465553178,0.015716273580367535,0.004067927100987868,0.0,JALAN TENTERAM,HDB 4 ROOM,https://www.99.co/singapore/sale/property/117a-jalan-tenteram-hdb-9v9BrnotCvfu6Ns7zdbi5K,93,92,880000,KALLANG/WHAMPOA,0.05,0.035,0.23830862721106946,0.40394428002119026,29.49771032759372
271,"1.328328, 103.72477",0.0066533667024988715,0.05822881376375221,0.0024474549238459155,0.0,0.0013646254858051849,0.0,0.016843837759421727,0.0,0.0,YUAN CHING,HDB 3 ROOM,https://www.99.co/singapore/sale/property/138b-yuan-ching-road-hdb-Kzg6bSkMnEGRrFjLT8KFra,90,66,630000,JURONG WEST,0.03,0.035,0.1505380986353239,0.0,0.0
272,"1.328361, 103.857167",0.008989622106812398,0.06489183002891076,0.0,0.0038208815701681336,0.0,0.013731097716813185,0.007051719304647824,0.0,0.0,JALAN MAMOR,HDB EXECUTIVE,https://www.srx.com.sg/listings/93890451/for-sale-jalan-mamor-58-jalan-ma-mor,48,206,550000,TOA PAYOH,0.05,0.02,0.1684851507273523,0.46909386137717174,17.95857552182749
273,"1.32837265, 103.85402941639364",0.011875570415811424,0.0893267391556973,0.005157222341281063,0.006212993771527682,0.0013918177628729697,0.008855873350198364,0.004774412857853993,0.0,0.0,JALAN RAJAH,HDB 4 ROOM,https://www.99.co/singapore/sale/property/105-jalan-rajah-hdb-35AquBh7TkehTTfKf2MnjN,60,149,1100000,TOA PAYOH,0.05,0.02,0.1975946296552428,0.9323357730268892,10.596752552663451
274,"1.32844535, 103.93371655718016",0.01016660400423896,0.21523335477662733,0.011485202467084923,0.008706370998824521,0.0,0.03356004854059867,0.01653028527922301,0.0,0.0,BEDOK NORTH,HDB 5 ROOM,https://www.srx.com.sg/listings/100498951/for-sale-bedok-north-avenue-3-point-block-5i-near-mrt-central-excellent-facili,56,118,1008000,BEDOK,0.05,0.02,0.3656818660665974,0.3158236088464499,50.0
275,"1.32851935, 103.90995386983747",0.0036501464817714504,0.04013611355986076,0.0,0.0073813409736049555,0.0,0.028032769544422523,0.004337594984514921,0.0,0.0,BEDOK RESERVOIR,HDB 5 ROOM,https://www.srx.com.sg/listings/100545831/for-sale-bedok-reservoir-road-101-bedok-reservoir-road,61,122,495000,BEDOK,0.05,0.02,0.15353796554417462,0.3158236088464499,24.307550360939477
276,"1.32855, 103.723",0.007990899900093683,0.07240120767099896,0.002833408814766672,0.0,0.0013414130783530617,0.0,0.017883940582893266,0.0,0.0,YUNG LOH,HDB 4 ROOM,https://www.srx.com.sg/listings/100054631/for-sale-yung-loh-road-yung-loh-road,72,106,498000,JURONG WEST,0.05,0.025,0.1774508700471056,0.0,0.0
277,"1.32868985, 103.92100159886908",0.0034600960912517004,0.11649711850238409,0.0020070443652273166,0.004219387972509864,0.0011056491789333729,0.014024753877819839,0.04649575688621309,0.0,0.0,CHAI CHEE,HDB 5 ROOM,https://www.srx.com.sg/listings/98117071/for-sale-chai-chee-street-chai-chee-street,57,121,830000,BEDOK,0.05,0.02,0.2578098068743393,0.3158236088464499,40.815474152802125
278,"1.3287985500000001, 103.9354149454637",0.00964755823691955,0.19855917677431897,0.008806729066559498,0.00782674707287025,0.0,0.034049223832420955,0.02029833400001658,0.0,0.0,BEDOK NORTH,HDB 4 ROOM,https://www.srx.com.sg/listings/100439801/for-sale-bedok-north-avenue-3-high-floor-proximity-to-bedok-mrt-and-bedok-reser,55,91,498000,BEDOK,0.05,0.02,0.34918776898310583,0.0,0.0
279,"1.32912845, 103.9380310021696",0.010161702696066078,20731.360580598244,0.004521839825294048,0.006679459104819723,0.0,0.02975358179696984,0.031027386043128047,0.0,0.0,BEDOK NORTH,HDB 3 ROOM,https://www.srx.com.sg/listings/100447541/for-sale-bedok-north-street-2-bedok-north-street-2,54,67,550000,BEDOK,0.03,0.02,20731.492724567706,0.0,0.0
280,"1.32926075, 103.88853356746795",0.0049596863433223155,0.045142624955803276,0.0,0.02417778650463814,0.0,0.00887008438074987,0.0,0.0,0.0,MACPHERSON RESIDENCY,HDB 4 ROOM,https://www.srx.com.sg/listings/100295161/for-sale-macpherson-residency-circuit-road,92,93,550000,GEYLANG,0.05,0.035,0.16815018218451358,0.0,0.0
281,"1.3293218, 103.93109043474325",0.009284919771289975,0.2020264281559699,0.012503220359214457,0.009149377148368651,0.0010980974099975822,0.05004194454122964,0.010206302454090044,0.0,0.0,BEDOK NORTH,HDB 4 ROOM,https://www.srx.com.sg/listings/95638921/for-sale-bedok-north-avenue-2-rare-corner-4ng-near-bedok-central-for-sale,55,92,525000,BEDOK,0.05,0.02,0.3643102898401603,0.0,0.0
282,"1.3293925, 103.91174430354128",0.0031122508989834766,0.030358766755803207,0.0,0.010638052433930057,0.0,0.034362738896306075,0.0048576338477622945,0.0,0.0,BEDOK RESERVOIR,HDB 5 ROOM,https://www.srx.com.sg/listings/99137751/for-sale-bedok-reservoir-road-urgent-sale-beside-telok-kurau-pri-short-wa,58,121,500000,BEDOK,0.05,0.02,0.1533294428327851,0.3158236088464499,24.27453783344808
283,"1.3294139, 103.93550388771084",0.009657489890874895,0.19306705391169973,0.0081727005644184,0.00794882898062755,0.0,0.03549870647341866,0.022523297563599845,0.0,0.0,BEDOK NORTH,HDB 5 ROOM,https://www.srx.com.sg/listings/96415471/for-sale-bedok-north-avenue-3-bedok-north-avenue-3,55,117,418888,BEDOK,0.05,0.02,0.3468680773846391,0.3158236088464499,50.0
284,"1.3295124, 103.94042606198161",0.0077713486519117156,0.1323321911496505,0.0,0.007185064334772885,0.0,0.025854861057095176,0.044270803790834826,0.0,0.0,BEDOK NORTH,HDB 4 ROOM,https://www.srx.com.sg/listings/98366021/for-sale-bedok-north-road-bedok-north-road,54,92,425000,BEDOK,0.05,0.02,0.2874142689842651,0.0,0.0
285,"1.3296381, 103.88722630661765",0.007154039495506867,0.07222067257949819,0.0,0.02153704315613158,0.0,0.01004343428788749,0.0,0.0,0.0,BALAM,HDB 2 ROOM,https://www.srx.com.sg/listings/100624221/for-sale-balam-road-high-flr-corner-with-extra-space,49,46,390000,GEYLANG,0.02,0.02,0.15095518951902412,0.0,0.0
286,"1.3299512999999998, 103.9113650270509",0.002858842507134071,0.03013065376487774,0.0,0.007934870496400421,0.0,0.04924411433694458,0.004885122171886427,0.0,0.0,BEDOK RESERVOIR,HDB 5 ROOM,https://www.srx.com.sg/listings/100182621/for-sale-bedok-reservoir-road-good-location-good-location,58,123,1150000,BEDOK,0.05,0.02,0.16505360327724322,0.3158236088464499,26.130662599940486
287,"1.3299811, 103.92392410902852",0.005214398808534845,0.14694278322932078,0.005041054761769878,0.00684255543985133,0.0015855462312130584,0.015534243431762787,0.021580708296953483,0.0,0.0,BEDOK NORTH,HDB 4 ROOM,https://www.srx.com.sg/listings/100182051/for-sale-bedok-north-street-3-545-bedok-north-street-3-4room-hdb-flat-for-sale,56,93,730000,BEDOK,0.05,0.02,0.2727412901994062,0.0,0.0
288,"1.33002945, 103.92496932837182",0.005350917926954072,0.15962952601996003,0.005627155050255935,0.006728178519381994,0.0016631209212149465,0.019190521866173357,0.018385974952175647,0.0,0.0,BEDOK NORTH,HDB 4 ROOM,https://www.srx.com.sg/listings/100452891/for-sale-bedok-north-street-3-total-privacy-door-to-door-unit-plenty-of-ameniti,56,95,640000,BEDOK,0.05,0.02,0.286575395256116,0.0,0.0
289,"1.3301924, 103.93868668771022",0.011268750023702217,0.19534575203486837,0.0021626186524873214,0.006996000089034881,0.0,0.02981068274385765,0.03739138938069467,0.0,0.0,BEDOK NORTH,HDB 4 ROOM,https://www.srx.com.sg/listings/100607161/for-sale-bedok-north-road-bedok-north-road,54,92,548000,BEDOK,0.05,0.02,0.35297519292464513,0.0,0.0
290,"1.3302326500000001, 103.72186269712631",0.013411524559759701,0.07634720231284464,0.0040890250214337745,0.0,0.0015774042240783088,0.004000662030640101,0.01702979501947628,0.0,0.0,YUNG KUANG,HDB 5 ROOM,https://www.99.co/singapore/sale/property/164a-yung-kuang-road-hdb-AydZDFZM4u59xMJeDQZ8rg,94,112,638000,JURONG WEST,0.05,0.035,0.20145561316823282,0.0,0.0
291,"1.3302415, 103.85656269602029",0.01047567192829405,0.0894826505868448,0.0021748084546685765,0.004526150621739089,0.001049058128315184,0.01358358860640593,0.005165062481780619,0.0,0.0,KIM KEAT LINK,HDB 5 ROOM,https://www.srx.com.sg/listings/98881391/for-sale-kim-keat-link-5rm-corner-for-sale,65,122,605000,KIM KEAT LINK,0.05,0.02,0.19645699080804827,0.0,0.0
292,"1.33027615, 103.93109075",0.006319368572805522,0.17155657877350367,0.010319377711301547,0.009052739114440204,0.0011976499812742965,0.06012277499281197,0.011031655203194931,0.0,0.0,BEDOK NORTH,HDB 5 ROOM,https://www.srx.com.sg/listings/80467122/for-sale-bedok-north-avenue-2-bedok-north-avenue-2,55,119,580000,BEDOK,0.05,0.02,0.33960014434933217,0.3158236088464499,50.0
293,"1.33034395, 103.91375190510742",0.002477896210085521,0.039317899208732486,0.0,0.008307872083358587,0.0,0.02486746645237304,0.015819997631863696,0.0,0.0,BEDOK RESERVOIR,HDB 5 ROOM,https://www.srx.com.sg/listings/100543901/for-sale-bedok-reservoir-road-bedok-reservoir-road,58,121,799999,BEDOK,0.05,0.02,0.1607911315864133,0.3158236088464499,25.45584419317244
294,"1.33043415, 103.93747685897436",0.011591393155567828,0.2052214521986983,0.0023598582632593655,0.0043729037504066865,0.0,0.03283657781226169,0.03748581224382168,0.0,0.0,BEDOK NORTH,HDB 5 ROOM,https://www.srx.com.sg/listings/100138541/for-sale-bedok-north-street-2-bedok-north-street-2,54,123,438000,BEDOK,0.05,0.02,0.3638679974240156,0.3158236088464499,50.0
295,"1.3304833, 103.84502432715232",0.005318764347605982,0.1617331459565783,0.013077209748923426,0.004753926438219166,0.0030150727216415856,0.02252570456981788,0.011652276925533429,0.0,0.0,LORONG 1 TOA PAYOH,HDB 2 ROOM,https://www.99.co/singapore/sale/property/161-lorong-1-toa-payoh-hdb-AQUW8QKDwksda93HjCqai5,48,39,310000,TOA PAYOH,0.02,0.02,0.26207610070831977,0.0,0.0
296,"1.3305264, 103.91070944123986",0.0026258986809488544,0.034437049716876715,0.0,0.00857960181264374,0.0,0.06113422008524081,0.004722765748211406,0.0,0.0,BEDOK RESERVOIR,HDB 3 ROOM,https://www.srx.com.sg/listings/100250001/for-sale-bedok-reservoir-road-bedok-reservoir-road,61,73,390000,BEDOK,0.035,0.02,0.1664995360439215,0.0,0.0
297,"1.3306351, 103.84191089969798",0.002001238101134478,0.13359049075841112,0.009606169967201211,0.006539854193220036,0.0014772512100327817,0.02478339783725958,0.016048393590745152,0.004251228592498829,0.0,LORONG 1 TOA PAYOH,HDB 3 ROOM,https://www.99.co/singapore/sale/property/174-lorong-1-toa-payoh-hdb-CQouD3wDkMcxDEE5FXA7iU,48,65,399999,TOA PAYOH,0.03,0.02,0.24829802425050315,0.0,0.0
298,"1.330649, 103.936658",0.011172343555887122,0.18297048991054998,0.004606124427235982,0.004890823041187622,0.0,0.035683760492519,0.03290313652866639,0.0,0.0,FENGSHAN COMMUNITY CLUB,HDB 4 ROOM,https://www.srx.com.sg/listings/100274651/for-sale-fengshan-community-club-bedok-north-street-4,94,93,610000,BEDOK,0.05,0.035,0.3572266779560461,0.0,0.0
299,"1.3307810999999998, 103.85640769970729",0.01047405997549064,0.087254352256148,0.0022388197757551745,0.004691442585333218,0.0010698792616226688,0.009763271084556845,0.004796462414486102,0.0,0.0,KIM KEAT LINK,HDB 5 ROOM,https://www.srx.com.sg/listings/99703851/for-sale-kim-keat-link-kim-keat-link,65,122,750000,KIM KEAT LINK,0.05,0.02,0.19028828735339262,0.0,0.0
300,"1.33102305, 103.93006189456521",0.005419305602994725,0.14933942261511204,0.00917958785959179,0.008684515596341848,0.0014390450421689922,0.033019212546701496,0.010108897457132693,0.0,0.0,BEDOK NORTH,HDB 5 ROOM,https://www.srx.com.sg/listings/100654411/for-sale-bedok-north-avenue-2-bedok-north-avenue-2,55,119,318000,BEDOK,0.05,0.02,0.2871899867200436,0.3158236088464499,45.466833174538316
301,"1.331026, 103.93823329489689",0.013692899656891027,0.17754072989884195,0.002099032423290228,0.004316928921698656,0.0,0.032207543825279794,0.04389959230563672,0.0,0.0,BEDOK NORTH,HDB 3 ROOM,https://www.srx.com.sg/listings/100614941/for-sale-bedok-north-road-bedok-north-road,54,73,768000,BEDOK,0.035,0.02,0.3287567270316384,0.0,0.0
302,"1.33120515, 103.72226979883428",0.02552923148806048,0.10968139717981704,0.0049765773920602855,0.0,0.0019232247875805308,0.004320233252350767,0.018689283873467053,0.0,0.0,YUNG KUANG,HDB 5 ROOM,https://www.99.co/singapore/sale/property/166b-yung-kuang-road-hdb-9xKvLCABbCskjuGuzPX8di,94,112,710000,JURONG WEST,0.05,0.035,0.25011994797333614,0.0,0.0
303,"1.3312167499999998, 103.8869487531579",0.005748584029706778,0.04759934916374359,0.0,0.019757445859855033,0.0,0.009082358010397463,0.0,0.0,0.0,BALAM,HDB 3 ROOM,https://www.srx.com.sg/listings/100366621/for-sale-balam-road-balam-road,43,60,590000,GEYLANG,0.03,0.01,0.12218773706370285,0.0,0.0
304,"1.3312519, 103.9399758",0.009876372338759183,0.0,0.0,0.007116232891686277,0.0,0.02948556529404239,0.04273490841091114,0.0,0.0,BEDOK NORTH,HDB 4 ROOM,https://www.99.co/singapore/sale/property/186b-bedok-north-street-4-hdb-XFtDSuabJNjVWCvN2nYuHX,94,92,850000,BEDOK,0.05,0.035,0.174213078935399,0.0,0.0
305,"1.3313147, 103.9366634",0.012305245818215071,0.15824376945857171,0.0043389867143183,0.005422669359641846,0.0,0.037799074040611245,0.04026659522670571,0.0,0.0,BEDOK NORTH,HDB 3 ROOM,https://www.srx.com.sg/listings/100397991/for-sale-bedok-north-road-bedok-north-road,54,73,888000,BEDOK,0.035,0.02,0.31337634061806385,0.0,0.0
306,"1.33154035, 103.92914669646751",0.0028638151453627444,0.13636599947736897,0.008345615279266064,0.008150345097787344,0.0017159020082777598,0.02984356335745145,0.009196084154669541,0.0,0.0,BEDOK NORTH,HDB 4 ROOM,https://www.srx.com.sg/listings/100042471/for-sale-bedok-north-avenue-2-bedok-north-avenue-2,55,92,760000,BEDOK,0.05,0.02,0.26648132452018386,0.0,0.0
307,"1.3315776000000001, 103.85128627434368",0.04097388418569391,0.16544055274015448,0.009081812705085018,0.038230611538702226,0.0026446114542272984,0.014624804646715943,0.0042280792443112085,0.0,0.0,LORONG 4 TOA PAYOH,HDB 4 ROOM,https://www.srx.com.sg/listings/100629091/for-sale-lorong-4-toa-payoh-lorong-4-toa-payoh,50,84,630000,TOA PAYOH,0.04,0.02,0.3352243565148901,0.9323357730268892,17.977662458802918
308,"1.3318580500000001, 103.93246045032313",0.00598248113805226,0.1417527203398346,0.0076393236442108825,0.01076354985023182,0.0011650485607811345,0.05152617137247542,0.01568764383440323,0.0,0.0,BEDOK NORTH,HDB 3 ROOM,https://www.srx.com.sg/listings/100288351/for-sale-bedok-north-street-3-bedok-north-street-3,54,59,870000,BEDOK,0.03,0.02,0.2845169387399894,0.0,0.0
309,"1.3318599, 103.91213702906538",0.0021728951708871874,0.030302012113284427,0.0,0.009792347152609196,0.0,0.03456755016825385,0.006261356786041221,0.0,0.0,BEDOK RESERVOIR,HDB 4 ROOM,https://www.srx.com.sg/listings/100021391/for-sale-bedok-reservoir-road-bedok-reservoir-road,92,97,420000,BEDOK,0.05,0.035,0.1680961613910759,0.0,0.0
