,Coordinates,FairpricePoints,HosPoints,MallPoints,MRTPoints,ParksPoints,PriSchPoints,SecSchPoints,TertairyPoints,UniPoints,Area,Location_Type,Link,floor_area_sqm,remaining_lease,Sale_Price,Location,Lease_Points,SQM_Points,Total_Points,History_Avg_Point,Percent
1178,"1.4423866, 103.78710780125323",0.0024045452416851794,0.054514067304599394,0.010126970251146904,0.00924288773693385,0.0011729405164101533,0.03786514722351303,0.025795871381705155,0.014835972630546564,0.0,WOODLANDS,HDB 3 ROOM,https://www.99.co/singapore/sale/property/808-woodlands-street-81-hdb-4bniLFwaMG2YnFxdXCvxW8,70,73,429000,WOODLANDS,0.035,0.025,0.21595840228654023,0.0,0.0
1179,"1.4426426, 103.78809372759969",0.004384999316457996,0.06212858918554879,0.01367592164233768,0.008821116282917634,0.0010726487080556135,0.06679322590275284,0.027651075882681897,0.01198973318212692,0.0,WOODLANDS,HDB 4 ROOM,https://www.srx.com.sg/listings/100319691/for-sale-woodlands-street-81-woodlands-street-81,71,106,550000,WOODLANDS,0.05,0.025,0.2715173101028794,0.0,0.0
1180,"1.4438417499999998, 103.79329192227007",0.004963746288074828,0.12812011014100058,0.014874147701343508,0.003247474514866994,0.0,0.04171416229620339,0.02226791807114642,0.0046494667811346185,0.0,WOODLANDS,HDB 5 ROOM,https://www.srx.com.sg/listings/100324051/for-sale-woodlands-avenue-4-woodlands-avenue-4,72,125,578000,WOODLANDS,0.05,0.025,0.29483702579377036,0.0,0.0
1181,"1.4439355, 103.80265516945083",0.003957253181148153,0.08375969651864099,0.007617967105812912,0.0072744808455293564,0.0,0.026859337705214398,0.02647211569264083,0.0,0.0,WOODLANDS CRESCENT,HDB EXECUTIVE,https://www.srx.com.sg/listings/100386431/for-sale-woodlands-crescent-woodlands-crescent,75,143,320000,WOODLANDS,0.05,0.025,0.23094085104898662,0.32730115310547353,35.27956575432006
1182,"1.44411865, 103.81683850153817",0.0031389276406948736,0.054400125714875805,0.005781536251260979,0.004554887953518717,0.0,0.013740378124294532,0.023295140421725515,0.0,0.0,SEMBAWANG CRESCENT,HDB 2 ROOM,https://www.99.co/singapore/sale/property/365a-sembawang-crescent-hdb-DLBABU8s42pAenkUSqD33K,95,47,380000,SEMBAWANG,0.02,0.035,0.15991099610637044,0.0,0.0
1183,"1.4444752, 103.79387961912568",0.004817841725021714,0.1301488620412305,0.013859797917613208,0.003351024393055259,0.0,0.04936969498727498,0.018486923023196235,0.004325608250317942,0.0,WOODLANDS,HDB 5 ROOM,https://www.srx.com.sg/listings/99943821/for-sale-woodlands-avenue-4-woodlands-avenue-4,74,122,779000,WOODLANDS,0.05,0.025,0.2993597523377099,0.0,0.0
1184,"1.44448685, 103.79191680597103",0.002402021572621933,0.06389011804377112,0.013386640427556374,0.0035941113583805463,0.0,0.02954885833737873,0.01737648965534417,0.0056602340913658195,0.0,WOODLANDS,HDB 5 ROOM,https://www.99.co/singapore/sale/property/881-woodlands-street-82-hdb-ZqVFxUAajoFPPULKRhg3DC,72,122,599899,WOODLANDS,0.05,0.025,0.2108584734864187,0.0,0.0
1185,"1.44449745, 103.79627585966563",0.005455507611537361,0.08317956064168429,0.016577106849156188,0.004446036567476885,0.0,0.03403156524932651,0.01947106712653155,0.0,0.0,WOODLANDS CIRCLE,HDB 4 ROOM,https://www.srx.com.sg/listings/100433191/for-sale-woodlands-circle-mid-floor-well-maintained-unit-with-3-large-bedroo,73,101,569000,WOODLANDS,0.05,0.025,0.23816084404571278,0.0,0.0
1186,"1.4452041, 103.79334281302442",0.0023490419358559245,0.10086241301673914,0.011022527235460324,0.00623719381865282,0.0,0.033506070834284724,0.015559047965732915,0.004591730161646168,0.0,WOODLANDS,HDB 5 ROOM,https://www.srx.com.sg/listings/100259481/for-sale-woodlands-avenue-4-woodlands-avenue-4,73,122,498000,WOODLANDS,0.05,0.025,0.24912802496837197,0.0,0.0
1187,"1.4453022999999998, 103.8014275275886",0.003260564009428562,0.0821087590903381,0.00861852638987371,0.005754022785150106,0.0,0.024822343861932637,0.026852405417312108,0.0,0.0,WOODLANDS CRESCENT,HDB 5 ROOM,https://www.srx.com.sg/listings/100613801/for-sale-woodlands-crescent-woodlands-crescent,73,122,899999,WOODLANDS,0.05,0.025,0.22641662155403522,0.0,0.0
1188,"1.44571055, 103.81382900607326",0.0029084508252248164,0.10260950839986505,0.0028983608604726363,0.0038084932226569073,0.0,0.01167916420486076,0.017182288352435206,0.0,0.0,SEMBAWANG CRESCENT,HDB 2 ROOM,https://www.srx.com.sg/listings/100325981/for-sale-sembawang-crescent-sembawang-crescent,95,38,448000,SEMBAWANG,0.015,0.035,0.1910862658655154,0.0,0.0
1189,"1.44607665, 103.8193483365053",0.007397448901472139,0.07482130138774191,0.010591187966650253,0.008709040339016934,0.0,0.0358208359066224,0.013235410404972626,0.0,0.0,SEMBAWANG CLOSE,HDB 5 ROOM,https://www.srx.com.sg/listings/100417011/for-sale-sembawang-close-sembawang-close,75,121,353000,SEMBAWANG,0.05,0.025,0.22557522490647622,0.0,0.0
1190,"1.4463882, 103.7990857",0.0026655861308321907,0.08671555417635804,0.018374136847898723,0.0044604986080131175,0.0,0.02113254592694677,0.014576690752814942,0.0,0.0,WOODLANDS,HDB 5 ROOM,https://www.srx.com.sg/listings/100144891/for-sale-woodlands-drive-60-woodlands-drive-60,73,121,818000,WOODLANDS,0.05,0.025,0.2229250124428638,0.0,0.0
1191,"1.44642265, 103.81989609035166",0.0077786069741755046,0.08494679215932059,0.011905766865454267,0.010086222452058593,0.0,0.03923860643708943,0.010826510330947179,0.0,0.0,SEMBAWANG VISTA,HDB 4 ROOM,https://www.srx.com.sg/listings/99914271/for-sale-sembawang-vista-sembawang-vista,75,100,958000,SEMBAWANG,0.05,0.025,0.2397825052190455,0.0,0.0
1192,"1.4464961, 103.81298525410122",0.0027841001978547684,0.07365902670137911,0.0026737455193984036,0.0035830046340926368,0.0,0.01156673126171465,0.014449795508819016,0.0,0.0,SEMBAWANG CRESCENT,HDB 4 ROOM,https://www.99.co/singapore/sale/property/362c-sembawang-crescent-hdb-eZWHazSPrjDk7zFMskobWR,95,92,580000,SEMBAWANG,0.05,0.035,0.19371640382325858,0.0,0.0
1193,"1.44653685, 103.7968136666855",0.004349601852687003,0.12314958085666726,0.018924347819644118,0.003741981591238938,0.0,0.017683239412892973,0.01235587842162381,0.0,0.0,WOODLANDS,HDB 5 ROOM,https://www.srx.com.sg/listings/100518131/for-sale-woodlands-avenue-6-woodlands-avenue-6,74,121,499999,WOODLANDS,0.05,0.025,0.2552046299547541,0.0,0.0
1194,"1.4465461, 103.8039156707016",0.0024162398278521524,0.08179198727599908,0.005487556760945396,0.004083430559674403,0.0,0.012513244988798845,0.0302215613016852,0.0,0.0,WOODLANDS RISE,HDB 4 ROOM,https://www.99.co/singapore/sale/property/783c-woodlands-rise-hdb-fP5vrNj9zFvyDagUrRYfGa,94,92,565000,WOODLANDS,0.05,0.035,0.22151402071495505,0.0,0.0
1195,"1.4466914, 103.8180590179067",0.008609912329920345,0.08461901005124511,0.01051758714011699,0.008640350292390301,0.0,0.02848932380324333,0.025157840744529356,0.0,0.0,SEMBAWANG CLOSE,HDB 4 ROOM,https://www.99.co/singapore/sale/property/330-sembawang-close-hdb-5nfTtbEo5qj3Kth5SXfo6M,75,119,650000,SEMBAWANG,0.05,0.025,0.24103402436144541,0.0,0.0
1196,"1.44699065, 103.80378501955556",0.0023076014878335685,0.0782343262453529,0.0054077452699518806,0.0038800433738742294,0.0,0.01184350072343519,0.02587836983919414,0.0,0.0,WOODLANDS RISE,HDB 5 ROOM,https://www.99.co/singapore/sale/property/783b-woodlands-rise-hdb-94wuRWKjmzBrcGnht3hbrc,94,112,648000,WOODLANDS,0.05,0.035,0.2125515869396419,0.0,0.0
1197,"1.4471007, 103.81726965243413",0.008888743257873656,0.08562173498122912,0.007175030935239707,0.007879342781935982,0.0,0.027444101305221083,0.027839781840046728,0.0,0.0,SEMBAWANG CLOSE,HDB 5 ROOM,https://www.srx.com.sg/listings/98255151/for-sale-sembawang-close-sembawang-close,74,120,480000,SEMBAWANG,0.05,0.025,0.23984873510154628,0.0,0.0
1198,"1.44738595, 103.81642240978215",0.008253956996954772,0.08785519440832545,0.005657589255772224,0.006723045156248665,0.0,0.027046033665842777,0.025913023833168687,0.0,0.0,SEMBAWANG CLOSE,HDB 5 ROOM,https://www.srx.com.sg/listings/100456381/for-sale-sembawang-close-sembawang-close,75,116,633888,SEMBAWANG,0.05,0.025,0.23644884331631258,0.0,0.0
1199,"1.44738835, 103.81487595009645",0.006364343160960547,0.0901638981968402,0.003843931823810559,0.004949290345036059,0.0,0.024578042055282998,0.020090700247225625,0.0,0.0,SEMBAWANG CLOSE,HDB 5 ROOM,https://www.srx.com.sg/listings/99601071/for-sale-sembawang-close-sembawang-close,75,120,515000,SEMBAWANG,0.05,0.025,0.224990205829156,0.0,0.0
1200,"1.4474597, 103.80404730873177",0.002159450026077757,0.06858065374617432,0.005075378233239858,0.003602703871240975,0.0,0.010937619391209347,0.01871960149412098,0.0,0.0,WOODLANDS RISE,HDB 5 ROOM,https://www.99.co/singapore/sale/property/783a-woodlands-rise-hdb-NLZngytDSGDyhjuahCBD4e,94,112,650000,WOODLANDS,0.05,0.035,0.19407540676206328,0.0,0.0
1201,"1.44757875, 103.81860262823469",0.011967288655108705,0.11970530198147566,0.01798617489169781,0.012859361041701049,0.0,0.030314473450210384,0.017915551089908992,0.0,0.0,SEMBAWANG CLOSE,HDB 3 ROOM,https://www.99.co/singapore/sale/property/341a-sembawang-close-hdb-8f63jYJHHwmft8Zqauop6d,77,111,748000,SEMBAWANG,0.05,0.025,0.28574815111010266,0.0,0.0
1202,"1.447638, 103.8145405",0.0061968470374589146,0.0852463162964239,0.003620255437700032,0.004731652698142093,0.0,0.02074285273182834,0.0182844785389936,0.0,0.0,SEMBAWANG CRESCENT,HDB 4 ROOM,https://www.srx.com.sg/listings/100244901/for-sale-sembawang-crescent-sembawang-crescent,75,9,890000,SEMBAWANG,0.005,0.025,0.16882240274054688,0.0,0.0
1203,"1.4481815, 103.80033843201878",0.002152989702084718,0.052414259487564674,0.007657921654449524,0.0035639849877211276,0.0,0.011937075961471508,0.010494231921091097,0.0,0.0,WOODLANDS CRESCENT,HDB 4 ROOM,https://www.99.co/singapore/sale/property/775-woodlands-crescent-hdb-WBRek9QacfcBMhmGWrE3kH,73,91,480000,WOODLANDS,0.05,0.025,0.16322046371438265,0.0,0.0
1204,"1.44867715, 103.81494827323135",0.00728801815704885,0.07859129612870189,0.003971305269382287,0.005266906103852637,0.0,0.03539427881325676,0.017399476043590746,0.0,0.0,ADMIRALTY,HDB 4 ROOM,https://www.srx.com.sg/listings/100259871/for-sale-admiralty-drive-admiralty-drive,77,95,898000,WOODLANDS,0.05,0.025,0.22291128051583317,0.0,0.0
1205,"1.4487529000000001, 103.81517282654985",0.007674187996716859,0.08025993587681292,0.004170828981089087,0.005514003678251512,0.0,0.03673812123453152,0.017560215863843126,0.0,0.0,ADMIRALTY,HDB 5 ROOM,https://www.srx.com.sg/listings/100552481/for-sale-admiralty-drive-3-bedrooms-plus-study-renovated-900mmx900mm-tile,77,110,580000,WOODLANDS,0.05,0.025,0.22691729363124505,0.0,0.0
1206,"1.4492961000000002, 103.81602950962795",0.009869956977736143,0.08545691193462303,0.005036248241889888,0.006694977531259739,0.0,0.044084506292069885,0.017229650854924426,0.0,0.0,ADMIRALTY,HDB 4 ROOM,https://www.srx.com.sg/listings/99737181/for-sale-admiralty-drive-admiralty-drive,77,95,1150000,WOODLANDS,0.05,0.025,0.24337225183250308,0.0,0.0
1207,"1.4494175, 103.81513032470093",0.007932712315134656,0.07875177267134958,0.0040229886950478595,0.005467781966877072,0.0,0.044569668930597654,0.017013707169106395,0.0,0.0,ADMIRALTY,HDB 4 ROOM,https://www.srx.com.sg/listings/100611711/for-sale-admiralty-drive-admiralty-drive,77,95,515000,WOODLANDS,0.05,0.025,0.2327586317481132,0.0,0.0
1208,"1.4496733000000002, 103.81569069391026",0.009166462338527793,0.08042726631654173,0.004485544175810722,0.006129154814427091,0.0,0.05217760485389618,0.01702414003488535,0.0,0.0,ADMIRALTY,HDB 5 ROOM,https://www.srx.com.sg/listings/100510791/for-sale-admiralty-drive-359a-admiralty-drive,77,110,450000,WOODLANDS,0.05,0.025,0.24441017253408884,0.0,0.0
1209,"1.44983695, 103.82458919390854",0.005815475301424183,0.08259509265694923,0.005585772628634956,0.00911192623095352,0.0,0.021792081282353937,0.00401451087003615,0.0,0.0,MONTREAL,HDB 5 ROOM,https://www.srx.com.sg/listings/99373821/for-sale-montreal-drive-montreal-drive,78,110,1108000,SEMBAWANG,0.05,0.025,0.20391485897035197,0.0,0.0
1210,"1.4498677, 103.82003489953502",0.01738581045717989,0.1370965780677663,0.01086458063266203,0.03480465280259433,0.0,0.0334552553750892,0.011798736350188027,0.0,0.0,CANBERRA,HDB 5 ROOM,https://www.srx.com.sg/listings/100511611/for-sale-canberra-road-canberra-road,77,110,800000,SEMBAWANG,0.05,0.025,0.32040561368547976,0.0,0.0
1211,"1.44996665, 103.82415247308211",0.006244469737175026,0.0895813272787841,0.005797828224200063,0.009541904402117787,0.0,0.02794409558179147,0.004163005600714262,0.0,0.0,MONTREAL,HDB 5 ROOM,https://www.srx.com.sg/listings/100217251/for-sale-montreal-drive-montreal-drive,79,110,730000,SEMBAWANG,0.05,0.025,0.21827263082478268,0.0,0.0
1212,"1.45005325, 103.81713920310634",0.015051621964101845,0.11320718756182306,0.006195394549718141,0.008789600371712454,0.0,0.045537648053002325,0.01576197301427111,0.0,0.0,ADMIRALTY,HDB EXECUTIVE,https://www.srx.com.sg/listings/100307091/for-sale-admiralty-drive-admiralty-drive,77,131,650000,WOODLANDS,0.05,0.025,0.27954342551462896,0.32730115310547353,42.70431418622981
1213,"1.4502578000000002, 103.81756312857772",0.017906517670949303,0.12806560140949816,0.006615666617670254,0.009809053315714952,0.0,0.043492251338363014,0.015098393750472979,0.0,0.0,ADMIRALTY,HDB 5 ROOM,https://www.srx.com.sg/listings/100329541/for-sale-admiralty-drive-admiralty-drive,77,110,568000,WOODLANDS,0.05,0.025,0.2959874841026687,0.0,0.0
1214,"1.4504202, 103.81487636536974",0.007710519956622758,0.07008030552263969,0.0035637647720312728,0.005047710214001121,0.0,0.06528697529502445,0.017730823537514987,0.0,0.0,ADMIRALTY,HDB EXECUTIVE,https://www.srx.com.sg/listings/100220651/for-sale-admiralty-drive-admiralty-drive,77,137,950000,WOODLANDS,0.05,0.025,0.24442009929783423,0.32730115310547353,37.33871649683271
1215,"1.4505681, 103.82151795000112",0.010613523681066534,0.11775047210297457,0.005898630232028338,0.012989762146772612,0.0,0.03924450014967128,0.00971298611579155,0.0,0.0,CANBERRA LINK,HDB EXECUTIVE,https://www.srx.com.sg/listings/100531201/for-sale-canberra-link-canberra-link,77,130,338000,SEMBAWANG,0.05,0.025,0.2712098744283049,0.0,0.0
1216,"1.4506393, 103.81971301068492",0.017495999993744845,0.12672973291396256,0.007689917531295467,0.017033182929232,0.0,0.039231340683052104,0.011835997846870741,0.0,0.0,CANBERRA,HDB 5 ROOM,https://www.srx.com.sg/listings/100536521/for-sale-canberra-road-canberra-road,77,110,860000,SEMBAWANG,0.05,0.025,0.2950161718981577,0.0,0.0
1217,"1.45064585, 103.81825124726765",0.020365171941418337,0.13958126622875067,0.006842508301186959,0.011335178059174446,0.0,0.04149460613112692,0.013917999407441952,0.0,0.0,ADMIRALTY,HDB 5 ROOM,https://www.srx.com.sg/listings/100486501/for-sale-admiralty-drive-admiralty-drive,77,110,738888,WOODLANDS,0.05,0.025,0.3085367300690993,0.0,0.0
1218,"1.4508474, 103.81861216677058",0.01944954886229146,0.13360346902435485,0.0067285967703131335,0.011876554629356512,0.0,0.040976969605732605,0.013295742944611168,0.0,0.0,ADMIRALTY,HDB EXECUTIVE,https://www.srx.com.sg/listings/100440561/for-sale-admiralty-drive-admiralty-drive,78,125,670000,WOODLANDS,0.05,0.025,0.3009308818366598,0.32730115310547353,45.97155845333734
1219,"1.4508573500000002, 103.82611346601108",0.004863919950080052,0.07519900323924236,0.004543453831350478,0.00747965047319657,0.0,0.013902486056178541,0.0,0.0,0.0,MONTREAL DALE,HDB 2 ROOM,https://www.srx.com.sg/listings/100518551/for-sale-montreal-dale-2a-corner-sembawang-591a,91,47,350000,SEMBAWANG,0.02,0.035,0.160988513550048,0.0,0.0
1220,"1.45090815, 103.81997066012963",0.015562426749252317,0.11450381324423256,0.006804053551721696,0.014845760639585818,0.0,0.04017775522379301,0.011382915130202512,0.0,0.0,CANBERRA,HDB 5 ROOM,https://www.srx.com.sg/listings/98727311/for-sale-canberra-road-5i-coner-351b-canberra-ground-flr,77,110,649888,SEMBAWANG,0.05,0.025,0.27827672453878793,0.0,0.0
1221,"1.4513888000000001, 103.81810670222721",0.015574789902971738,0.11275942480186218,0.005351001822354025,0.008959928971231074,0.0,0.04417436825674859,0.013960460081013879,0.0,0.0,SEMBAWANG,HDB 5 ROOM,https://www.99.co/singapore/sale/property/414-sembawang-drive-hdb-5FpcrCNNPReSh7jN6TDL76,77,109,548000,SEMBAWANG,0.05,0.025,0.27577997383618147,0.0,0.0
1222,"1.45145005, 103.81675353886767",0.011512920103272664,0.09890106048734724,0.004339399887354138,0.0066514929160582,0.0,0.055849717909874495,0.016687677422729346,0.0,0.0,SEMBAWANG,HDB 5 ROOM,https://www.srx.com.sg/listings/100493091/for-sale-sembawang-drive-sembawang-drive,76,110,550000,SEMBAWANG,0.05,0.025,0.2689422687266361,0.0,0.0
1223,"1.45165345, 103.81769539339527",0.013961348127303248,0.10768835684998365,0.004759502781963114,0.0077485945060438415,0.0,0.04684397282174807,0.014730894492758185,0.0,0.0,SEMBAWANG,HDB 4 ROOM,https://www.srx.com.sg/listings/100429521/for-sale-sembawang-drive-sembawang-drive,77,90,550000,SEMBAWANG,0.05,0.025,0.27073266957980013,0.0,0.0
1224,"1.45173285, 103.82081731504198",0.013039455753797682,0.09519695112558124,0.004891480427104109,0.009818994028319965,0.0,0.04676472563742041,0.010078963315654714,0.0,0.0,WELLINGTON CIRCLE,HDB 5 ROOM,https://www.srx.com.sg/listings/100540101/for-sale-wellington-circle-wellington-circle,77,111,1080000,WELLINGTON CIRCLE,0.05,0.025,0.25479057028787816,0.0,0.0
1225,"1.45193485, 103.81588925514",0.009257196669008153,0.09012099453769414,0.003535222602874666,0.0053507753236561395,0.0,0.0604974668135005,0.020237577864348474,0.0,0.0,SEMBAWANG,HDB EXECUTIVE,https://www.srx.com.sg/listings/99377031/for-sale-sembawang-drive-sembawang-drive,76,130,738000,SEMBAWANG,0.05,0.025,0.2639992338110821,0.0,0.0
1226,"1.4520203, 103.8232689283798",0.007747950036609605,0.07258046944568716,0.0033866621488258027,0.006207590352342304,0.0,0.05712303081564861,0.0,0.0,0.0,WELLINGTON CIRCLE,HDB 5 ROOM,https://www.srx.com.sg/listings/100173881/for-sale-wellington-circle-spacious-living-and-dining-area-and-high-floor,77,110,388000,WELLINGTON CIRCLE,0.05,0.025,0.22204570279911348,0.0,0.0
1227,"1.45226305, 103.81517239892477",0.0079284415827434,0.07680811444017435,0.0030843794831903948,0.004635166713708954,0.0,0.047988066848411094,0.02571039804570741,0.0,0.0,SEMBAWANG,HDB 5 ROOM,https://www.srx.com.sg/listings/97189311/for-sale-sembawang-drive-sembawang-drive,76,106,550000,SEMBAWANG,0.05,0.025,0.2411545671139356,0.0,0.0
1228,"1.4525175, 103.82036918981923",0.016428874665495016,0.09639216452557747,0.0041827490092973115,0.007845139437418751,0.0,0.0444167287010513,0.010318538261529986,0.0,0.0,WELLINGTON VIEW,HDB 4 ROOM,https://www.srx.com.sg/listings/100350761/for-sale-wellington-view-wellington-circle,80,90,348888,SEMBAWANG,0.05,0.025,0.25458419460036985,0.0,0.0
1229,"1.4525749000000001, 103.8157005011922",0.008686053583302954,0.09332822786540639,0.0031640456334694565,0.0048395348907533525,0.0,0.05131356636901201,0.02404520651187555,0.0,0.0,SEMBAWANG,HDB 4 ROOM,https://www.srx.com.sg/listings/99887691/for-sale-sembawang-drive-corner-unit-pure-selling,76,88,918000,SEMBAWANG,0.04,0.025,0.2503766348538197,0.0,0.0
1230,"1.4526721500000002, 103.82114341468285",0.013393070286163548,0.08073391594402195,0.003850953527114272,0.0072120192137156425,0.0,0.050302904145416195,0.009430122918971148,0.0,0.0,WELLINGTON VIEW,HDB 4 ROOM,https://www.srx.com.sg/listings/99967331/for-sale-wellington-view-spacious-and-efficient-layout,80,90,499999,SEMBAWANG,0.05,0.025,0.2399229860354027,0.0,0.0
1231,"1.45277105, 103.8230130511381",0.008237512242619144,0.06675261299432739,0.003157208888365282,0.005716973678207755,0.0,0.056814449678333497,0.004050440568666868,0.0,0.0,WELLINGTON CIRCLE,HDB 5 ROOM,https://www.srx.com.sg/listings/99303041/for-sale-wellington-circle-wellington-circle,77,111,728888,WELLINGTON CIRCLE,0.05,0.025,0.21972919805051996,0.0,0.0
1232,"1.4528465499999998, 103.8148505466618",0.007317149564281894,0.07059892528017397,0.0027813400401910243,0.004205070060863475,0.0,0.041510149271494566,0.03750421864059543,0.0,0.0,SEMBAWANG,HDB 5 ROOM,https://www.srx.com.sg/listings/100195271/for-sale-sembawang-drive-sembawang-drive,76,110,649999,SEMBAWANG,0.05,0.025,0.23891685285760036,0.0,0.0
1233,"1.4530885, 103.82049428981924",0.018802033054093024,0.09230976967876899,0.003682214816533161,0.006711847131709555,0.0,0.0438001211988258,0.009971250370189979,0.0,0.0,WELLINGTON VIEW,HDB 5 ROOM,https://www.srx.com.sg/listings/100644231/for-sale-wellington-view-wellington-circle,80,110,800000,SEMBAWANG,0.05,0.025,0.2502772362501205,0.0,0.0
1234,"1.4533166, 103.81819008471697",0.017168248161703835,0.10730695816975387,0.003483993739901733,0.005843361574881092,0.0,0.0569091293507808,0.013531463559084203,0.0,0.0,CANBERRA,HDB 5 ROOM,https://www.srx.com.sg/listings/100611701/for-sale-canberra-road-canberra-road,77,110,390000,SEMBAWANG,0.05,0.025,0.27924315455610554,0.0,0.0
1235,"1.4534653, 103.81753802540956",0.013285367007423617,0.11467100804642183,0.0032703802379815744,0.0053477632754141665,0.0,0.06626675667460658,0.015260717791327346,0.0,0.0,SEMBAWANG,HDB EXECUTIVE,https://www.srx.com.sg/listings/100551231/for-sale-sembawang-drive-sembawang-drive,77,132,358000,SEMBAWANG,0.05,0.025,0.29310199303317513,0.0,0.0
1236,"1.45350525, 103.82056080172472",0.020329015002072393,0.09302606320909959,0.003389747138107009,0.006074759454323328,0.0,0.0424959794449879,0.009739809438134395,0.0,0.0,WELLINGTON VIEW,HDB 4 ROOM,https://www.srx.com.sg/listings/100574691/for-sale-wellington-view-wellington-circle,80,90,850000,SEMBAWANG,0.05,0.025,0.25005537368672465,0.0,0.0
1237,"1.45380705, 103.81668959443049",0.010177560763225745,0.11808084784699595,0.002922730783970751,0.0046581619909149335,0.0,0.0586849040758511,0.018741235036331384,0.0,0.0,ADMIRALTY LINK,HDB 4 ROOM,https://www.srx.com.sg/listings/100152921/for-sale-admiralty-link-admiralty-link,77,91,730000,WOODLANDS,0.05,0.025,0.2882654404972899,0.0,0.0
1238,"1.4559453, 103.81516273784709",0.006195654427509561,0.040687359548419705,0.002053300005889677,0.0032045932166376457,0.0,0.04290557091344033,0.014791734880926053,0.0,0.0,ADMIRALTY LINK,HDB 5 ROOM,https://www.srx.com.sg/listings/100674151/for-sale-admiralty-link-admiralty-link,80,111,520000,WOODLANDS,0.05,0.025,0.18483821299282296,0.0,0.0
1239,"1.45610805, 103.81404203576793",0.005281298214672975,0.030005827701546958,0.0,0.0,0.0,0.052439199243878916,0.015042755085289263,0.0,0.0,SEMBAWANG RIVERLODGE,HDB 4 ROOM,https://www.srx.com.sg/listings/100622371/for-sale-sembawang-riverlodge-sembawang-drive,91,92,379999,SEMBAWANG,0.05,0.035,0.1877690802453881,0.0,0.0
1240,"1.4564623, 103.81664390303379",0.007153307179846314,0.04796856455269592,0.0020859492036352264,0.0033224494081579574,0.0,0.03883124604123049,0.009760240765906612,0.0,0.0,ADMIRALTY LINK,HDB 5 ROOM,https://www.srx.com.sg/listings/100561601/for-sale-admiralty-link-admiralty-link,80,110,688888,WOODLANDS,0.05,0.025,0.18412175715147253,0.0,0.0
1241,"1.27228895, 103.82079974999999",0.0,0.04914295138469394,0.004707235688404001,0.004280519619676534,0.00546377521003736,0.01319638776244338,0.008722282627120947,0.0,0.0,TELOK BLANGAH RISE,HDB 3 ROOM,https://www.srx.com.sg/listings/100295791/for-sale-telok-blangah-rise-telok-blangah-rise,52,59,930000,BUKIT MERAH,0.03,0.02,0.13551315229237615,0.0,0.0
1242,"1.27357705, 103.83404965",0.0,0.032066631058676104,0.0,0.0,0.0,0.01166050556131051,0.0,0.0,0.0,SPOTTISWOODE PARK,HDB 5 ROOM,https://www.99.co/singapore/sale/property/106-spottiswoode-park-road-hdb-FnYTrjhMn6BYeiZZbuwCRe,55,117,830000,BUKIT MERAH,0.05,0.02,0.11372713661998662,0.8171808554209762,6.958504709548007
1243,"1.3005035, 103.7989774479849",0.0,0.05434340736820907,0.0,0.012580895592375275,0.0011016339367170196,0.023393431543288906,0.012277104158851295,0.0,0.0,TANGLIN HALT,HDB 4 ROOM,https://www.srx.com.sg/listings/100459881/for-sale-tanglin-halt-road-tanglin-halt-road,84,90,679000,TANGLIN HALT,0.05,0.025,0.17869647259944157,0.0,0.0
1244,"1.30075895, 103.79942466626409",0.0,0.03659574862457557,0.0,0.01571402696998419,0.0010488613500688234,0.02141037752278644,0.014376822330250262,0.0,0.0,TANGLIN HALT,HDB 4 ROOM,https://www.srx.com.sg/listings/100117431/for-sale-tanglin-halt-road-tanglin-halt-road,84,90,775000,TANGLIN HALT,0.05,0.025,0.16414583679766528,0.0,0.0
1245,"1.30120325, 103.79728393056081",0.0,0.042067127648657325,0.0,0.016810405693933106,0.0014048418239744863,0.011539469169046596,0.007679418727937522,0.0,0.0,COMMONWEALTH 10,HDB 5 ROOM,https://www.srx.com.sg/listings/100452431/for-sale-commonwealth-10-commonwealth-drive,91,117,770000,QUEENSTOWN,0.05,0.035,0.16450126306354904,0.41147136199033635,19.989393948078998
1246,"1.30202595, 103.90930822814599",0.0,0.0970438272053799,0.012708002175776044,0.0,0.002863880512348872,0.0077070976263279006,0.0,0.0,0.0,MARINE,HDB 3 ROOM,https://www.srx.com.sg/listings/100518251/for-sale-marine-drive-marine-drive,52,68,600000,MARINE PARADE,0.03,0.02,0.17032280751983273,0.0,0.0
1247,"1.3026803500000002, 103.9121698273425",0.0,0.06707185027059098,0.00700862265345732,0.0,0.004782119858945401,0.014594381572752738,0.010069623514393333,0.004263333631439708,0.0,MARINE CRESCENT VILLE,HDB 3 ROOM,https://www.srx.com.sg/listings/100635901/for-sale-marine-crescent-ville-marine-crescent,51,65,570000,MARINE PARADE,0.03,0.02,0.15778993150157947,0.0,0.0
1248,"1.30285725, 103.9131993343271",0.0,0.06257244059413235,0.006213788262422984,0.0,0.003932296720778278,0.01496980875255021,0.011457870074279267,0.004839597775830863,0.0,MARINE CRESCENT VILLE,HDB 5 ROOM,https://www.srx.com.sg/listings/100262361/for-sale-marine-crescent-ville-marine-crescent,51,120,550000,MARINE PARADE,0.05,0.02,0.17398580217999396,0.23101293821934527,37.65715537862983
